CmdStan,DynamicHMC,Turing,AdvancedHMC,julia,os,cpu
5.0.5,1.0.5,0.6.17,0.1.8,1.1.1,x86_64-pc-linux-gnu,Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz
