c_ess,c_ess_ps,c_hdp_lb,c_hdp_ub,c_mean,c_r_hat,d_ess,d_ess_ps,d_hdp_lb,d_hdp_ub,d_mean,d_r_hat,epsilon,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,c_sampler_rhat,d_sampler_rhat
913.0051514561374,1825.8456481517244,-0.572199,0.647563,0.0017215593300000114,1.0000321069441898,356.5110620608926,712.9578295847133,1.0571,3.64657,2.1487293490000012,1.0129526286717885,0.9132220000000125,0.50004509,7.251424,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,0.9994658536977735,1.249673765965193
750.724569401453,1220.7122481899808,-0.6083797562182753,0.5867164954537013,0.002126585048614261,0.9990018388494468,701.2667268124425,1140.291549736495,0.3528152324989968,2.2920746275767936,1.338588609173761,0.9996822291858389,0.834645044447937,0.614988971,201.43016,0.261816534,0.42572557614208006,2082462,AHMCNUTS,2000,1000,0.8,10,0.9994658536977735,1.249673765965193
833.4771246255598,8593.04252949618,-0.6320499655554828,0.5769376650429336,-0.0011272746654187957,1.0001838975218875,612.8606784754256,6318.515192796831,0.4771525047865258,2.2984767797277517,1.3703928588899705,0.9990454150850998,0.8272186609695192,0.096994414,67.3796,0.021758817,0.22433061969939835,1885438,DHMCNUTS,2000,1000,0.8,10,0.9994658536977735,1.249673765965193
673.5567616842121,1648.840094765364,-0.459693,0.743423,0.16731102522700014,1.0048266859189947,501.5881222708379,1227.8677226700831,0.517543,2.99991,1.8360956340000008,1.010414591483844,0.7516640000000047,0.408503386,7.252176,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,1.004883444497266,1.204574142059028
909.8192130722125,2322.2535295982207,-0.4204866020795597,0.7295645930638237,0.119750548680532,0.9997279809576508,573.374245020886,1463.4999405918068,0.25861055991348364,1.9300351672451233,1.1689834389969356,1.0033178192693892,0.8212899859396496,0.391782896,204.479584,0.065497014,0.16717680804523943,2152898,AHMCNUTS,2000,1000,0.8,10,1.004883444497266,1.204574142059028
717.3146886219173,5847.130436007482,-0.4194401244298148,0.6221612289741577,0.1298465001862479,1.0069561056963245,1e3,8151.4160085593785,0.2116162360266698,2.017184809096748,1.1786123976630498,0.9990937426602355,0.8768073587151547,0.122678072,59.660304,0.018644162,0.15197632059297442,1666822,DHMCNUTS,2000,1000,0.8,10,1.004883444497266,1.204574142059028
652.766392658191,1431.7913635583607,-0.550877,0.46056,-0.00028465278599999603,1.0000238133537613,932.2243039827117,2044.7601505743696,-0.00165119,2.0158,0.915014666893001,0.9990336805926507,0.8950680000000115,0.455908877,7.255792,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,0.9994027198580628,1.04603953693308
765.2471068263321,2193.5035857988128,-0.49332212867253755,0.5445004294929434,-0.004708614410387613,0.9990062901102318,647.1939356951059,1855.116087327639,-0.207182955739621,1.5202935761333385,0.6418404145046035,1.001014771616374,0.806785823050745,0.348869777,200.854768,0.063595628,0.18229044816341314,2069054,AHMCNUTS,2000,1000,0.8,10,0.9994027198580628,1.04603953693308
586.4312121013955,4957.050568035972,-0.4904112731927586,0.5061437403755084,0.006509521921250053,0.9990467553981939,895.4657536047873,7569.291898119295,-0.2185135391319959,1.4292615656445284,0.6289527877196323,0.99902101045153,0.8512924493902508,0.118302447,64.394304,0.023021817,0.1946013593446634,1800880,DHMCNUTS,2000,1000,0.8,10,0.9994027198580628,1.04603953693308
648.2592986000327,1188.215120265895,-0.783051,0.369848,-0.1515249662639999,1.0007091878444283,900.9434702231958,1651.3679882971037,0.535225,2.92318,1.788321995699997,0.999151443508561,0.8811789999999828,0.545574019,7.253632,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,0.9997908364628302,1.1727689852864138
925.5247672795414,1966.022127146306,-0.71607444893733,0.4029749624983861,-0.1522510128346448,0.9990090295624968,676.887740421258,1437.8613326295963,0.3084327135755097,2.0504199758163213,1.1725113191007857,0.9994555365910636,0.8682935736386255,0.470760097,203.4888,0.074085982,0.15737523734939665,2124753,AHMCNUTS,2000,1000,0.8,10,0.9997908364628302,1.1727689852864138
826.0079264043668,4542.634644540142,-0.692453076389758,0.395835072010022,-0.13871864722519983,0.999849520643257,970.761442407703,5338.707316116233,0.331082599871909,2.060760810185452,1.1997451620773152,1.0003012102318571,0.8341752317678865,0.18183455,63.000512,0.029555594,0.16254113423439054,1760432,DHMCNUTS,2000,1000,0.8,10,0.9997908364628302,1.1727689852864138
694.3930510035624,1704.396056722354,-0.434875,0.689839,0.164777325634,0.9993527436613898,717.161294095593,1760.2809819652964,0.558647,2.95261,1.7604880090000012,0.9993295424958419,0.729134000000007,0.407412965,7.252112,0,0,166046,CmdStanNUTS,2000,1000,0.8,10,1.000593145893578,1.161360717981318
1e3,2267.8266128083246,-0.3978541931126033,0.6996851715249317,0.14512044891402415,1.0021239195290474,701.0961878374542,1589.9645929162425,0.25476789304004754,2.0818662598262696,1.1494384280054208,0.9996607347663666,0.8723770551768851,0.440950818,201.331728,0.092216785,0.2091316791706235,2080179,AHMCNUTS,2000,1000,0.8,10,1.000593145893578,1.161360717981318
1e3,10308.001539809271,-0.4459269864867896,0.6841213520616943,0.13877208321404017,0.9991435957568099,1e3,10308.001539809271,0.3588374089509069,2.069679808473358,1.1834660868790245,0.9994431872776589,0.982717082608694,0.097012015,43.836544,0.017795435,0.18343537138157578,1220435,DHMCNUTS,2000,1000,0.8,10,1.000593145893578,1.161360717981318
790.3329358686243,1765.7491673774464,-0.550388,0.617093,0.004915382325399983,0.9990022695394392,1e3,2234.183958734783,0.43549,2.68062,1.4694238781199997,0.9990728376598392,0.91514099999998,0.447590717,7.25304,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,0.9999839507427144,1.1197232424323529
1e3,1616.015664156186,-0.4903921647829003,0.5409958215940427,0.006054030480531104,1.000421107241286,752.3045536911627,1215.7359429809474,0.1723703166783353,1.9338375818753915,0.9765856723738697,0.9991408229854348,0.890578303909144,0.618805883,201.04488,0.30877801,0.49899010090697543,2073387,AHMCNUTS,2000,1000,0.8,10,0.9999839507427144,1.1197232424323529
506.99095890522045,2434.224783816557,-0.5731945032128343,0.4791713041034843,-0.008186135331839862,1.0011349417228812,665.10187975263,3193.365583782525,0.16932782909326222,1.9358900614639794,0.981408082820668,0.9990209501628412,0.7931341254693595,0.208276147,119.405792,0.038348223,0.18412201086089805,3359994,DHMCNUTS,2000,1000,0.8,10,0.9999839507427144,1.1197232424323529
971.0204693541439,2118.43517645739,-0.889745,0.39557,-0.1711078747776999,0.9990693584599992,768.2317084143178,1676.0193282612413,0.597797,2.94243,1.7894926428000013,1.00009522443337,0.9803719999999903,0.458366855,7.253024,0.005687151,0.01240742199825945,166045,CmdStanNUTS,2000,1000,0.8,10,1.0005734766751402,1.1731899167035322
752.0696152144409,1953.9261631910783,-0.7017520415469298,0.395129836982137,-0.14157977842947672,1.0000378680347504,592.650252253846,1539.744207283787,0.303388909497447,2.123584837979588,1.1741354634600867,1.0034735668031025,0.8103404633978651,0.384901758,202.018224,0.065845538,0.17107102431057225,2095937,AHMCNUTS,2000,1000,0.8,10,1.0005734766751402,1.1731899167035322
968.1265466436059,12308.477962378205,-0.6577850739764035,0.43984789327617013,-0.140832224729018,0.9993993454813902,1e3,12713.707732785986,0.32706262749026116,2.166267870690201,1.1711939100566924,1.0002967678708827,0.8783865147519241,0.078655261,47.104416,0.011323836,0.14396794131800034,1312528,DHMCNUTS,2000,1000,0.8,10,1.0005734766751402,1.1731899167035322
604.8283145265085,1484.4854869154278,-1.11695,0.241885,-0.42251914353100006,0.9996313867840013,505.44587729034413,1240.5620756133874,0.953625,3.68232,2.329959946000001,0.9990317284059294,0.746775999999991,0.407432959,7.254144,0.004022386,0.009872510093126757,166045,CmdStanNUTS,2000,1000,0.8,10,1.0167380753794746,1.2909607206213611
659.3309468904915,1914.2509839152356,-0.9095671927379843,0.30146056701852864,-0.30324111866438636,0.9991196896288213,725.7937020503759,2107.2138579598195,0.5005373449976193,2.3387995190808315,1.4166435182051935,1.0002693403363485,0.8240143353238241,0.344432863,202.686336,0.057524315,0.16701169133213634,2111390,AHMCNUTS,2000,1000,0.8,10,1.0167380753794746,1.2909607206213611
792.7092587359294,8547.270574032273,-0.9317832997323265,0.2830062142020174,-0.3045568604502127,0.9990679259050993,848.8177689710449,9152.252303714768,0.48708922085667933,2.4043238516423915,1.4137494160538504,0.9994764242948314,0.8687464902441191,0.09274414,48.720416,0.014912165,0.16078821799415036,1358610,DHMCNUTS,2000,1000,0.8,10,1.0167380753794746,1.2909607206213611
870.2760156682517,2096.3794198863475,-0.859895,0.213847,-0.31347761160000004,1.0063497038069809,577.8961154455657,1392.0750445157244,0.41215,2.70513,1.5198628456799992,1.003972759320404,0.7973719999999962,0.415132875,7.253552,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,1.0056031590207422,1.1287291314399162
872.8432168756833,2080.9779850861237,-0.8572567861647635,0.2658454749088909,-0.26165226844893913,0.9990042098039539,870.6905907877165,2075.845829147265,0.14901937554931471,1.90607530165321,0.9960628577088491,0.999715335901897,0.8180622013870439,0.419438948,201.75248,0.079682932,0.18997504256567038,2089759,AHMCNUTS,2000,1000,0.8,10,1.0056031590207422,1.1287291314399162
698.7446035748532,5985.60621334326,-0.7942889085348181,0.33142721630007516,-0.2609125326284548,1.0025695623300523,678.8361634710101,5815.065958472053,0.1425638822441665,1.982542838406925,0.9979494570622729,0.9997050465004012,0.8787597526905115,0.116737483,65.192752,0.022268062,0.1907533161392558,1823239,DHMCNUTS,2000,1000,0.8,10,1.0056031590207422,1.1287291314399162
884.9149925298738,2051.543722312146,-1.00848,0.401465,-0.24653887502699978,0.999160882319226,786.2292897762381,1822.7556063063607,1.29929,3.98037,2.6354427419999955,0.9990732351621118,0.9231899999999844,0.431341035,7.251632,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,1.0103861892360333,1.3974661634761139
774.7988050047633,1825.2666415951173,-0.7866786366489535,0.49641259400287036,-0.15442392458125895,1.0036133341680484,615.6795175383801,1450.4143243603382,0.6428539133223753,2.5574464850846987,1.5802827428159356,0.9993260787523265,0.7402029534133591,0.424485271,208.039264,0.077023485,0.18145149022143575,2235685,AHMCNUTS,2000,1000,0.8,10,1.0103861892360333,1.3974661634761139
909.7340339826967,6868.946831966466,-0.7572065138243357,0.4536169829270075,-0.1513269046179975,0.9991877173098069,772.4462053310807,5832.355080467797,0.5287829683930207,2.5144958781170046,1.5196558338025208,0.9998348992984073,0.8173659094734664,0.13244156,56.385008,0.026957058,0.20353926667731786,1573886,DHMCNUTS,2000,1000,0.8,10,1.0103861892360333,1.3974661634761139
759.410917675801,1959.235999645178,-1.05893,0.396538,-0.26851912829364033,0.9998265834840704,634.5620785491828,1637.1332560088201,1.20564,3.97491,2.6434226060000006,1.0013420814468836,0.7393419999999952,0.387605637,7.253648,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,1.014295750421239,1.36003695836672
608.8630491331113,1066.1626412074422,-0.7916266275064736,0.4656448210967928,-0.1614002145017113,1.002402221006773,676.557911059591,1184.7011744465153,0.5856222980188779,2.47767032114058,1.5913773152131534,1.000972284958373,0.7622413796640021,0.571078957,204.45304,0.284667396,0.49847292131970466,2152489,AHMCNUTS,2000,1000,0.8,10,1.014295750421239,1.36003695836672
810.5261778232417,9808.454368008894,-0.8628378586340373,0.4821738744640701,-0.15071206608636742,1.00044140515569,829.1305275165668,10033.59196381552,0.6986651069182389,2.618272555143851,1.5862517545508836,1.0015680472939188,0.9197920062279141,0.082635464,46.910768,0.014171064,0.17148889004846635,1307664,DHMCNUTS,2000,1000,0.8,10,1.014295750421239,1.36003695836672
744.9324177782626,1825.1435484431947,-0.360801,0.716627,0.13325349534099992,1.0028482859616712,1e3,2450.079369463646,0.134577,2.22538,1.1884632829000001,0.9991880793791714,0.8675690000000029,0.408150043,7.253888,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,1.0007403035859235,1.0698032340511416
1e3,3043.8751530741984,-0.3947309860693913,0.6611645842972872,0.11727509962125397,0.9996932565251537,940.6203339886678,2863.13086310446,-0.008014529879433907,1.7378924674321214,0.8198187519142298,0.9990820863677397,1.0360110756389305,0.328528586,193.807104,0.060573329,0.18437765108208878,1905847,AHMCNUTS,2000,1000,0.8,10,1.0007403035859235,1.0698032340511416
805.0486134433203,9028.31544378775,-0.402665785476334,0.6351295157143566,0.10913304127475323,0.9990012026934434,895.0438897816898,10037.578399671162,-0.015317431812338966,1.7944365480171296,0.8101785796255436,0.9990234435033946,0.8579433524537631,0.089169305,54.820656,0.013161225,0.1475981561143714,1529858,DHMCNUTS,2000,1000,0.8,10,1.0007403035859235,1.0698032340511416
426.74241046876693,960.4376843090289,-1.09476,0.227792,-0.43159639997300026,0.9994365717906062,621.3764900553425,1398.486259046204,0.837106,3.59906,2.289519269,0.9990596818802853,0.7301850000000052,0.444320769,7.254688,0.006335078,0.01425789304033186,166045,CmdStanNUTS,2000,1000,0.8,10,1.0200440991407107,1.270765800544763
768.6190438121271,2512.6840860799102,-0.861188421715625,0.3160308469859437,-0.30488750414197957,1.009712488020985,574.6810649397253,1878.6835664176658,0.47880425250914205,2.4577707907680053,1.435332442569632,1.0036766142339184,0.8378243383065445,0.305895615,204.288736,0.05533433,0.180892851308117,2148751,AHMCNUTS,2000,1000,0.8,10,1.0200440991407107,1.270765800544763
945.2036608027396,7587.573263228824,-0.8979895517802412,0.3388875214821181,-0.3132948450559692,0.9990249977264455,847.6355243333315,6804.350118505054,0.40542786023172445,2.3846161291428998,1.3907763820100543,1.001116235229156,0.8517045029865615,0.124572591,61.448672,0.020543572,0.16491245654511594,1716800,DHMCNUTS,2000,1000,0.8,10,1.0200440991407107,1.270765800544763
1e3,2334.881974156158,-0.369996,0.699785,0.13610003972539989,1.0049463118136635,811.3442068876757,1894.3929634980584,0.10759,2.29158,1.2165593397600019,1.0010095722512076,0.9041979999999818,0.428287173,7.25216,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,1.0006304934578858,1.0818731397758439
985.0519113492611,2872.3478275668576,-0.41837953317792986,0.5999761034919655,0.12857818368291887,0.9990267979101204,687.3239105259103,2004.1921836684496,-0.008587646771241686,1.753273570830743,0.8143992282214672,1.0005749840390539,0.8169561085524039,0.342943115,204.1016,0.068209591,0.19889476713944235,2144521,AHMCNUTS,2000,1000,0.8,10,1.0006304934578858,1.0818731397758439
857.5300685722523,9443.641438380493,-0.44945632266629304,0.6189885279914942,0.12203954822001398,0.9993736574539754,1e3,11012.60676970047,-0.029549449515237552,1.6911753916255283,0.8164309006162429,1.0005172417781716,1.011974450226688,0.090805022,42.584272,0.018063629,0.19892764301075772,1184986,DHMCNUTS,2000,1000,0.8,10,1.0006304934578858,1.0818731397758439
971.2225851351467,2360.1020618711755,-0.577374,0.539159,-0.016030721768,0.9991407342675672,824.897777378823,2004.5280814323369,0.268093,2.60555,1.440177196,0.9990407176616357,0.9185459999999936,0.411517197,7.253056,0.005763028,0.014004343055437364,166045,CmdStanNUTS,2000,1000,0.8,10,1.0008919406049057,1.1140725127983888
688.6994049011347,1756.6380088059004,-0.4812117654619805,0.4917083286896556,0.013420864780661377,0.9992941723550474,1e3,2550.659977785333,0.1640882845077164,1.835339583157715,0.9564861755281544,0.999410153961328,0.8578877513954304,0.392055393,202.688736,0.074269606,0.18943651159008545,2112367,AHMCNUTS,2000,1000,0.8,10,1.0008919406049057,1.1140725127983888
671.9866944540707,5651.615008753497,-0.5722600633676234,0.4860373467232061,0.00904953608450156,1.001347403061955,716.0433609838698,6022.145139558756,0.08696691683185476,1.8339560686047822,0.9674767269031285,0.9994334077886706,0.8159952256699228,0.118901711,64.630256,0.026240676,0.22069216480829282,1808080,DHMCNUTS,2000,1000,0.8,10,1.0008919406049057,1.1140725127983888
825.5112725129154,1726.0538179679645,-0.91129,0.547846,-0.22832532632999994,0.9997378166886824,850.1370149419922,1777.5435530634215,1.21408,3.97924,2.6257723660000036,0.9999432671588748,1.0866700000000133,0.478265083,7.250928,0.005016633,0.010489231136281802,166045,CmdStanNUTS,2000,1000,0.8,10,1.0049944052918693,1.3531416584017912
1e3,1699.4006003356942,-0.7169795107978134,0.4239934214766131,-0.15572680903867836,0.9992042071278852,661.6491558604553,1124.406972680863,0.6440688777764304,2.6302034167041923,1.5875470002984586,0.9990380369171376,0.8782804110710457,0.588442772,204.37048,0.283176621,0.4812305197284334,2150329,AHMCNUTS,2000,1000,0.8,10,1.0049944052918693,1.3531416584017912
1e3,9666.040523115673,-0.838415338019516,0.4131579176378785,-0.16260744528209933,0.9990178291913759,757.8307695911017,7325.222928531526,0.4814189184130596,2.4302138306220122,1.5902466736747822,0.9990736280383302,0.8937892911324314,0.103454977,51.136368,0.017358469,0.16778766477324722,1426309,DHMCNUTS,2000,1000,0.8,10,1.0049944052918693,1.3531416584017912
856.8991329815763,1865.3378909248481,-0.67389,0.590833,0.0046220914050000015,0.9990425911148916,580.7743943843352,1264.2567161371187,0.859055,3.34009,2.0921285380000003,0.9990674374633868,0.8170820000000187,0.459380114,7.253136,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,0.9994335980326462,1.2101542900178386
693.6294036996937,1850.0860948377083,-0.5062662964070723,0.6525053782865556,0.002798258194180464,0.9999828739077986,516.3429597219405,1377.2180430264693,0.3864350732576676,2.2679810995618497,1.355209432567282,1.0008009760271497,0.8243745587471971,0.374917365,202.231792,0.055496225,0.14802255158280012,2101047,AHMCNUTS,2000,1000,0.8,10,0.9994335980326462,1.2101542900178386
851.407546437856,6594.4219556912985,-0.5008312760498175,0.6045528589725644,0.004877310303652055,1.0002906052808134,543.6538354413002,4210.771684758104,0.4452183892371894,2.3527969131761655,1.3707138796686893,0.9994008707477476,0.7406211759794211,0.129110262,61.822976,0.025764914,0.19955744493803287,1728416,DHMCNUTS,2000,1000,0.8,10,0.9994335980326462,1.2101542900178386
409.2561191888296,840.7383764292111,-0.0975616,1.22778,0.54932094904,1.003131443420127,505.5502544285537,1038.5562492115769,0.752407,3.56909,2.0480736118499996,0.9992086790777952,0.8060719999999809,0.486781775,7.249792,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,1.021250869927326,1.2429076276270776
672.6878504526288,1852.3110306421004,-0.14976749640900439,1.0127700322972315,0.42099837803094065,1.0019498310942407,453.8819789993626,1249.8079097823552,0.394431836513087,2.2815464016525433,1.256576137016631,1.012576444061517,0.6552155560757033,0.363161391,211.278128,0.06259591,0.1723638898607479,2310589,AHMCNUTS,2000,1000,0.8,10,1.021250869927326,1.2429076276270776
971.9236399804973,7658.003444674303,-0.16367950358822575,0.998608335643385,0.4279379110897822,0.9990474390828327,1e3,7879.223356299852,0.30573962076659716,2.138400168308996,1.2221939365997632,0.9992573137334819,0.9152317406553419,0.126916062,48.83736,0.013771067,0.10850531274757012,1360447,DHMCNUTS,2000,1000,0.8,10,1.021250869927326,1.2429076276270776
557.6265249810874,1274.167949368033,-0.155293,1.25168,0.573414161773,0.9990892085384928,622.6208517245642,1422.6789765830683,0.69821,3.41741,2.080590937999999,0.9990010732185463,0.9003179999999944,0.437639736,7.249104,0.004830899,0.01103852918876635,166045,CmdStanNUTS,2000,1000,0.8,10,1.0219597129945597,1.2682131314422935
720.1656408568227,2181.6738591224184,-0.08131824108609632,1.0429134600550405,0.4302458705268605,1.000096661446695,603.2079651287514,1827.3616158222978,0.28417001372287753,2.1190217497229704,1.2284696425394919,0.9990012015148005,0.8339478326313385,0.330097754,205.252976,0.066511584,0.20149056815454733,2171613,AHMCNUTS,2000,1000,0.8,10,1.0219597129945597,1.2682131314422935
674.3420695337538,5536.22310857911,-0.15118130182797646,1.0544428042317604,0.4532565461195121,0.9989999902481176,833.4608602766566,6842.558818776008,0.42397473185247114,2.16259882253776,1.2531073256515606,1.001485341461941,0.8258398860358512,0.121805436,68.49664,0.024093729,0.19780503884900508,1916902,DHMCNUTS,2000,1000,0.8,10,1.0219597129945597,1.2682131314422935
858.2514678506574,1688.1657865910545,-0.549324,0.615164,0.0025180427250000178,1.0018387869908867,444.682996195822,874.6837589880059,0.23944,2.6777,1.4360072845000003,1.0043677258991919,0.8229250000000196,0.508392881,7.254064,0,0,166045,CmdStanNUTS,2000,1000,0.8,10,1.0004278978339713,1.0981427685503595
679.098208316606,1852.1393120971877,-0.5034659218008015,0.5351432894987933,-0.0047442735176339915,1.0021853047526978,714.3577628816979,1948.3045004856633,0.08529334816627665,1.8099722648151504,0.968865870611297,1.0002462700316401,0.8894952726617474,0.366656117,201.125648,0.081783932,0.2230535049276159,2075322,AHMCNUTS,2000,1000,0.8,10,1.0004278978339713,1.0981427685503595
428.8347962208893,4908.9851638751325,-0.6065196554382299,0.5276255936580634,-0.01123397485320008,0.9990842113265918,750.0714289303504,8586.265734297123,0.034034282619441004,1.8068906170471581,0.9976570017285709,0.9995776284129106,0.7710674389154426,0.087357118,57.974928,0.01445444,0.1654637919717086,1619657,DHMCNUTS,2000,1000,0.8,10,1.0004278978339713,1.0981427685503595
570.9581010811754,1354.5248499132686,-0.862303,0.323387,-0.3079370012706002,0.9992429790919234,639.1827147125078,1516.3789936137932,0.464002,2.71831,1.5421614595000008,1.000079741551,0.7608310000000151,0.421519104,7.255024,0.004988481,0.011834531229218025,166045,CmdStanNUTS,2000,1000,0.8,10,1.0041649438945328,1.1374576542000765
934.8754793414447,1669.5519521895012,-0.7832615696445472,0.3189391291561753,-0.24811663820691462,0.9992902387748992,688.9301902889212,1230.329353519244,0.10477723335255329,1.8336384553545275,0.9923682678192781,0.9990696728551678,0.8287915842962547,0.559955908,203.192768,0.290739044,0.5192177452657577,2123144,AHMCNUTS,2000,1000,0.8,10,1.0041649438945328,1.1374576542000765
592.0949976797165,5294.118178571162,-0.7868671404851635,0.28021538802064255,-0.2617083990301128,1.0015281889902363,603.6850965711512,5397.749105150572,0.1663277351593891,2.01717940868756,1.0297060398222138,0.9994827366639998,0.8321338324421963,0.111840155,77.958096,0.021320882,0.19063709273292764,2184209,DHMCNUTS,2000,1000,0.8,10,1.0041649438945328,1.1374576542000765
1e3,2250.8359593498844,-0.228237,0.184511,-0.0215296997353,1.0008940082268034,821.3949958479303,1848.8253934845707,1.73671,2.59334,2.1711909299999994,0.9990133323194738,0.9027330000000101,0.444279378,7.253936,0,0,166045,CmdStanNUTS,2000,1000,0.8,100,1.000063342764672,1.0634243784044934
805.6283358850318,2172.428634683508,-0.2273445544868854,0.19449537663576552,-0.024740297664426626,0.9994312119610688,591.3713586071433,1594.6709120633311,1.6613392693500526,2.4779452436948985,2.0222056687103915,0.9989997207907282,0.8263421414808015,0.370842256,201.955648,0.070095133,0.18901603543259646,2094652,AHMCNUTS,2000,1000,0.8,100,1.000063342764672,1.0634243784044934
829.9288233382304,10150.572233015806,-0.20666775134406,0.1908144798151271,-0.016974427552309917,0.9991543835762989,958.6273931388214,11724.639902809615,1.615882311421056,2.410286830472785,2.018520498624508,0.9997515713496958,0.8197850509080521,0.081761777,52.7948,0.014558546,0.1780605379944225,1472758,DHMCNUTS,2000,1000,0.8,100,1.000063342764672,1.0634243784044934
