mu_ess,mu_ess_ps,mu_hdp_lb,mu_hdp_ub,mu_mean,mu_r_hat,sigma_ess,sigma_ess_ps,sigma_hdp_lb,sigma_hdp_ub,sigma_mean,sigma_r_hat,epsilon,tree_depth,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,mu_sampler_rhat,sigma_sampler_rhat
473.9383726461221,1308.2045009779247,-0.804819,0.624696,-0.06822123540299999,0.9993074867841633,518.8434053764596,1432.155143772261,0.688962,1.84945,1.192105156999999,1.0017437507733253,0.7422179999999878,2.149,0.362281564,7.25392,0,0,166025,CmdStanNUTS,2000,1000,0.8,10,1.0000063414335953,1.001117137383584
373.229041578131,1037.4997209869155,-0.7793089048254518,0.6238891116393824,-0.07053401949868501,1.002494487056959,508.48178347896044,1413.474434507301,0.6760040246631058,1.9016474669600492,1.1907837125588696,0.9999554493108093,0.7298160153923083,2.207,0.359738932,117.690992,0.084714547,0.23548896008842324,2551122,AHMCNUTS,2000,1000,0.8,10,1.0000063414335953,1.001117137383584
599.2950411961156,3919.137506880148,-0.7192479008994307,0.5991893918043611,-0.07572866725013665,1.000073667683867,273.55826562872477,1788.9559990398377,0.6451038546944019,1.8186184939838161,1.1593123826906817,0.9993578158794384,0.5138522195299944,2.223,0.152915033,65.609793,0.050240559,0.32855212476068324,1552769,DHMCNUTS,2000,1000,0.8,10,1.0000063414335953,1.001117137383584
627.4688089919741,1517.192031725243,-0.946582,0.202336,-0.33252335308099995,1.000284866972499,435.6132397717277,1053.2936885857805,0.570954,1.64764,1.036414634,1.0000241351028933,0.7072369999999965,2.232,0.413572439,7.254672,0,0,166025,CmdStanNUTS,2000,1000,0.8,10,1.0018699157402207,1.0004694051794984
470.11480257143825,1393.2684827180215,-0.9626507557552578,0.28687352463568827,-0.30268687555573776,1.0048467503155856,583.2973400678825,1728.7049791339866,0.553696221342382,1.5721530603996372,1.037337454401636,0.999204460266653,0.7797102736034204,1.914,0.337418673,111.095744,0.079101423,0.23443107726287574,2409402,AHMCNUTS,2000,1000,0.8,10,1.0018699157402207,1.0004694051794984
710.7302349990579,6587.050635489959,-0.9406748217968691,0.2595851812527472,-0.32459717980044334,1.000656731525918,469.6363463894447,4352.5915200974605,0.6050393925906795,1.582415298146739,1.0094121671543068,0.9990334128255942,0.5779877120058268,2.104,0.107898098,61.175792,0.025145973,0.23305297744914835,1466321,DHMCNUTS,2000,1000,0.8,10,1.0018699157402207,1.0004694051794984
298.92663551950733,727.8405828606252,-0.672585,0.616106,-0.10965855389899998,1.001111222032583,443.0837778217905,1078.8411495865328,0.590456,1.66218,1.039397662,0.9995408905964631,0.7220429999999928,2.366,0.410703446,7.25656,0,0,166025,CmdStanNUTS,2000,1000,0.8,10,1.000866792935105,1.000352578596391
701.4819897140319,1865.2905586223635,-0.7151243857652786,0.3923418877537348,-0.13941805042202632,0.9990097408414037,677.2990048740322,1800.9862800196468,0.5824568601472084,1.5023970529494424,1.01112976692061,1.0006517807218358,0.7810903165608353,2.056,0.376071163,120.456784,0.084456465,0.22457575403089333,2611086,AHMCNUTS,2000,1000,0.8,10,1.000866792935105,1.000352578596391
515.708396593799,4785.010897193575,-0.7246686259356455,0.4691424765466634,-0.14087462524522515,0.9993342231863654,401.52967683969865,3725.6013125144364,0.6161404381517566,1.6022933251883904,1.0247742037790908,0.9990778782585898,0.4784143437287866,2.304,0.107775804,68.34984,0.037659658,0.34942590639360943,1640291,DHMCNUTS,2000,1000,0.8,10,1.000866792935105,1.000352578596391
436.12879997735575,930.3861385889576,-0.846007,0.552241,-0.17231601008120004,0.9996353064926782,449.0185196884832,957.8835580442939,0.583564,1.63144,1.0659274649999992,0.9990343568026818,0.6132650000000003,2.316,0.468761068,7.256496,0,0,166025,CmdStanNUTS,2000,1000,0.8,10,1.0000188540072785,0.9995487435303254
622.9928332927009,1409.1824490606484,-0.8167048104221704,0.48178309676242526,-0.14949616114228553,0.9995702821122074,503.21123179951303,1138.2417230615222,0.608484651850708,1.625259054251799,1.0594870832015317,0.999282739080007,0.7314270590460504,2.24,0.442095226,136.69952,0.097521268,0.22058882852537293,2961028,AHMCNUTS,2000,1000,0.8,10,1.0000188540072785,0.9995487435303254
583.1627460133246,6085.020618950038,-0.7716652545528002,0.43087872498197566,-0.14874584808174127,0.9995960685600621,378.094958398374,3945.237643356926,0.6204315379818959,1.6377174833785793,1.0658453165164605,1.000998312673914,0.6683304766387848,2.042,0.095835788,60.658576,0.039171645,0.408737130642678,1454179,DHMCNUTS,2000,1000,0.8,10,1.0000188540072785,0.9995487435303254
608.7405625926964,1383.0714483037295,-0.465673,0.496755,0.06796653861059992,0.9990102075633258,534.3971784637096,1214.1617053400823,0.421332,1.23064,0.7535626110000005,1.0015428668601927,0.6046969999999904,2.214,0.440136743,7.261648,0,0,166025,CmdStanNUTS,2000,1000,0.8,10,0.999956218088298,1.0009614567549432
653.910888166266,1597.9551523362563,-0.4187806291163688,0.5307332712789483,0.051620194301157794,1.000283338310165,453.7291224801493,1108.7730792575694,0.44808090312369353,1.2196653797206625,0.7513700834670455,0.9996969080648365,0.8186447182141239,2.123,0.409217297,130.11664,0.090042128,0.22003500013343769,2819064,AHMCNUTS,2000,1000,0.8,10,0.999956218088298,1.0009614567549432
650.8221674096408,5525.360024285294,-0.4502873432620763,0.5527279418247655,0.06941109336782762,0.9990933128672927,304.02985485099384,2581.157327306576,0.38944236251837383,1.2201149484881197,0.7635162210390363,1.0032742093542366,0.5656043638690685,2.049,0.117788192,63.553568,0.032124309,0.272729451522611,1523642,DHMCNUTS,2000,1000,0.8,10,0.999956218088298,1.0009614567549432
433.14669848744273,991.2882151326874,-1.0647,0.307374,-0.4007457172599998,1.005373048524783,419.7707276390103,960.6763177909514,0.643649,1.68706,1.0848938480000008,0.9998671785225195,0.7932170000000178,2.033,0.436953342,7.253744,0.008634313,0.019760263099212087,166025,CmdStanNUTS,2000,1000,0.8,10,1.0026488144504053,1.0011268287241821
598.4447175036632,1278.0466279170057,-1.0689558661127478,0.2329558521537275,-0.41650820472969985,0.999046355699477,407.36992345047497,869.984714966594,0.6466600020144688,1.6598399818470055,1.0708964651222594,1.002232187778286,0.7714030309125879,1.963,0.468249518,114.885728,0.213772945,0.456536390924806,2491017,AHMCNUTS,2000,1000,0.8,10,1.0026488144504053,1.0011268287241821
842.1948673625792,10492.13936713899,-1.190668947338616,0.12224549410456143,-0.4457360160302853,1.001178893263952,499.4633544549956,6222.359369312633,0.6463365204898912,1.5926561749885448,1.0570534772039988,1.0015003508471223,0.5837646092903577,2.172,0.080269127,63.182688,0.024356555,0.3034361517349005,1514577,DHMCNUTS,2000,1000,0.8,10,1.0026488144504053,1.0011268287241821
448.26522065432056,841.0842277903064,-0.792557,0.64389,-0.11906309786589996,0.9990074190546895,330.004395440793,619.1903349128387,0.687161,1.99104,1.2548743099999984,1.0034105486644318,0.6549710000000041,2.171,0.532961154,7.252736,0,0,166025,CmdStanNUTS,2000,1000,0.8,10,0.9994077529481581,1.0007430903917642
557.9901037950631,2081.336941308111,-0.7929199912176362,0.7013485526307524,-0.12417389601048336,1.000031298565941,570.6614765104242,2128.601930328868,0.6538513248526157,1.8107121521200669,1.2266752095031774,0.9990676347007735,0.7932206315063806,2.08,0.268092154,122.856384,0.052772617,0.1968450632091232,2662757,AHMCNUTS,2000,1000,0.8,10,0.9994077529481581,1.0007430903917642
464.6374183311852,5012.724328656345,-0.8458964802612462,0.6658313607045274,-0.12536297696785603,0.9997842967387248,384.1388058539219,4144.267899475179,0.706336813844937,2.045412300153224,1.2422440911583854,0.9992215099442575,0.637477185440048,2.072,0.092691596,63.354512,0.016693342,0.18009552883305624,1519035,DHMCNUTS,2000,1000,0.8,10,0.9994077529481581,1.0007430903917642
362.57501239561225,788.9413343431237,-1.06437,0.189709,-0.4020687065930004,0.9998613704582368,443.52590773709363,965.085594712876,0.511453,1.41859,0.9400431340000006,0.9994155436690214,0.5964760000000042,2.227,0.459571576,7.254464,0.006997406,0.015225932945861735,166025,CmdStanNUTS,2000,1000,0.8,10,1.000901356444229,1.0021452805880076
319.25061604345626,1207.4138754231694,-1.0420375292112647,0.119721155391732,-0.39622826217528867,1.0067315787657598,369.92112870168603,1399.051031261967,0.5334084325365144,1.4689404657603549,0.9320105520512323,0.9997205955927293,0.5813436256336098,2.272,0.264408603,117.519376,0.044584169,0.16861845073929005,2546835,AHMCNUTS,2000,1000,0.8,10,1.000901356444229,1.0021452805880076
901.0954639966351,6663.412988004821,-0.9225142394818447,0.1117456697605157,-0.3974149028103842,0.9996726494198716,377.1282220317194,2788.7845330877276,0.5361837914789185,1.3461415291545284,0.8993313851092517,0.9990746320381669,0.6072069786729231,2.04,0.135230319,61.567392,0.02610551,0.19304480084824766,1476120,DHMCNUTS,2000,1000,0.8,10,1.000901356444229,1.0021452805880076
704.9251960796496,1302.426718329378,-0.609436,0.528501,-0.07274797984600002,1.0075906302379742,443.05232091693887,818.5878212173635,0.542346,1.48187,0.9851989319999985,0.9993598105564003,0.631078000000002,2.209,0.541239815,7.254016,0.006135141,0.011335346790775178,166025,CmdStanNUTS,2000,1000,0.8,10,1.0020447072058236,1.0012850626543286
465.353747078931,1422.0311548823588,-0.7091519726699022,0.49002491795896175,-0.05497146335666149,1.003293838322563,368.8657229168168,1127.1823924240316,0.5726944168274369,1.5215483914939847,0.9996116097443296,1.0014923622007195,0.6077118325629743,2.286,0.327245817,119.988048,0.048076014,0.14691101154701697,2600204,AHMCNUTS,2000,1000,0.8,10,1.0020447072058236,1.0012850626543286
631.3227252857668,7574.495872165526,-0.6221669827756515,0.5540672570404415,-0.06111446707965216,0.9997566439487143,370.14312219088436,4440.910233155711,0.5353272665107938,1.5950151748290207,1.0118381092723783,1.0032016833202886,0.4364332793304418,2.304,0.083348481,65.950432,0.022445327,0.26929497371403804,1581981,DHMCNUTS,2000,1000,0.8,10,1.0020447072058236,1.0012850626543286
687.4031269419642,1696.076275765954,-0.478002,0.633123,0.06601524865900005,0.9994021421678502,546.960832030831,1349.5534928793275,0.471956,1.39733,0.8995298519999991,0.9991117656995391,0.7332219999999925,2.193,0.40529022,7.255568,0,0,166025,CmdStanNUTS,2000,1000,0.8,10,1.0014968419630697,1.0010626286995097
688.5220464619528,2055.3510385581712,-0.48397360575345627,0.6208755629706415,0.08368269756994798,0.9991449715825761,490.6593793980989,1464.6985818484145,0.5211260429715118,1.458995349835929,0.9262498364563241,1.0019623327948488,0.7432410151001274,1.958,0.334990001,115.286976,0.059306241,0.1770388394368822,2499736,AHMCNUTS,2000,1000,0.8,10,1.0014968419630697,1.0010626286995097
491.33720977700204,4713.4810946547095,-0.4881608262023718,0.6069578957515476,0.05920482098951264,1.0068925791480787,345.73270549715124,3316.6724171048595,0.48215926618594956,1.4355921553278348,0.9145912959155015,1.0012910633075083,0.6484355681877427,2.042,0.104240836,61.430928,0.026129843,0.25066801075923834,1472277,DHMCNUTS,2000,1000,0.8,10,1.0014968419630697,1.0010626286995097
760.2420791680187,1586.0220369131991,-0.681125,0.648838,-0.07483179752600001,0.9991898358723798,653.4592663713127,1363.2510289672907,0.630043,1.60711,1.0265270270000006,0.9990142593205069,0.8181909999999895,1.818,0.479338913,7.2532,0.008766636,0.018289013810985966,166025,CmdStanNUTS,2000,1000,0.8,10,1.0004916267598043,1.003226472073786
619.7324231002734,2117.9124607292897,-0.6819877033453596,0.508409006170316,-0.10914431019698594,0.9990122546533478,482.35665781490746,1648.4359023710983,0.5747339616890219,1.5360375346389836,1.0306449115529919,0.9990045893518855,0.7307173663308497,2.196,0.292614749,130.859264,0.053101819,0.18147348751719963,2835102,AHMCNUTS,2000,1000,0.8,10,1.0004916267598043,1.003226472073786
967.3984331933019,10132.375852568453,-0.6397395376684184,0.530580052432067,-0.08876180040065412,1.0005753829379835,331.84690558429764,3475.7112039068597,0.5783591145346801,1.5700318107609377,1.0049371681443033,1.0166855164730775,0.6357295839734521,2.018,0.095475972,62.194576,0.03273036,0.3428125350742698,1491120,DHMCNUTS,2000,1000,0.8,10,1.0004916267598043,1.003226472073786
524.4087296697398,1099.4246533801547,-0.505213,0.429709,-0.08183069579610001,0.9992923320774414,493.1177018773239,1033.8229090952125,0.435378,1.16597,0.7634946609999992,0.9999541162097225,0.6161159999999976,2.27,0.476984692,7.261952,0,0,166025,CmdStanNUTS,2000,1000,0.8,10,1.000121798700517,1.0031754956261598
