CmdStan,DynamicHMC,Turing,AdvancedHMC,julia,os,cpu
5.2.0,2.1.0,0.7.0,0.2.5,1.2.0,x86_64-pc-linux-gnu,Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz
