mu_ess,mu_ess_ps,mu_hdp_lb,mu_hdp_ub,mu_mean,mu_r_hat,sigma_ess,sigma_ess_ps,sigma_hdp_lb,sigma_hdp_ub,sigma_mean,sigma_r_hat,epsilon,tree_depth,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,mu_sampler_rhat,sigma_sampler_rhat
453.18341572859896,1101.932666417104,-0.439951,1.01233,0.33512068964999997,1.0119174630485264,561.6698792451091,1365.7216177861949,0.694345,1.85464,1.204316806,0.9997732464426531,0.7694060000000034,2.113,0.411262348,7.786752,0,0,175314,CmdStanNUTS,2000,1000,0.8,10,1.0057100941831423,1.0018568856296939
439.9556608134404,1197.470613187539,-0.3456746058986575,1.056567385843435,0.29727995008342606,1.0118309821996512,349.38723850362976,950.9616263541009,0.6802046979042493,1.9662520014455163,1.2537966728423002,0.9990989713739608,0.7065634851011364,2.219,0.36740414,233.422479,0.074120098,0.20173996406246264,2654525,AHMCNUTS,2000,1000,0.8,10,1.0057100941831423,1.0018568856296939
750.9695337643803,6877.365713019534,-0.41878883049471793,0.9844395033421882,0.31501479539917515,1.0014738613890288,436.82404164776744,4000.4268503301923,0.6853766800740895,1.889493952431455,1.209681942057136,1.0000088839162644,0.7932214830114004,1.915,0.109194358,58.635807,0.028800675,0.26375607245202176,1530417,DHMCNUTS,2000,1000,0.8,10,1.0057100941831423,1.0018568856296939
627.5986099046746,1585.3941374204662,-0.465991,0.419506,-0.026406567862999965,1.0015574507047873,687.419341592174,1736.5089356638357,0.41708,1.11226,0.7230984069999994,1.002501372479836,0.8531590000000047,1.842,0.39586283,7.262592,0,0,165981,CmdStanNUTS,2000,1000,0.8,10,0.9995266909790458,1.0013477136474793
310.0653368880426,762.2208530956165,-0.48832991423960903,0.4641198278980421,-0.027062257709620383,0.9991981653017056,375.6686845961661,923.4908620488249,0.3544493448313068,1.1647180868245353,0.7474741324235301,0.999179642217062,0.718885188058153,2.269,0.406791989,236.96032,0.079068278,0.19437029277388254,2731926,AHMCNUTS,2000,1000,0.8,10,0.9995266909790458,1.0013477136474793
627.4616270130261,4769.915222537079,-0.5166609421843604,0.40965732098187657,-0.025303265085508855,0.9991182441914721,388.73010325754086,2955.0964667167787,0.4064557974119126,1.1174350510619284,0.7435532677721577,0.9990077384710135,0.429143144636937,2.317,0.131545656,71.189664,0.031285872,0.23783280232378023,1877320,DHMCNUTS,2000,1000,0.8,10,0.9995266909790458,1.0013477136474793
635.7306224394266,1587.9802862616275,-0.271512,0.854006,0.27505922624900014,1.0015972893324787,576.6981810511985,1440.5241942226867,0.537828,1.43556,0.9538254819999997,0.9999857425923216,0.7794730000000158,1.906,0.400339115,7.25304,0,0,165982,CmdStanNUTS,2000,1000,0.8,10,0.9998309015086129,1.0037737055545763
474.44854542679644,1149.8117180309291,-0.25990635819124436,0.8649624699202257,0.2831703934021751,0.9991560759066253,495.9663547796198,1201.959479002512,0.5311454733640566,1.3981432546578831,0.9408448989468992,1.0098024578843987,0.7344068410079669,2.162,0.41263151,229.044752,0.079455714,0.19255852273618174,2560751,AHMCNUTS,2000,1000,0.8,10,0.9998309015086129,1.0037737055545763
798.035710321638,7607.2872178894,-0.31990352792655996,0.803108033553751,0.27359384110748447,0.9998066644128161,260.9518436271809,2487.5273109139985,0.5106032874209434,1.5060156769732798,0.9543612250033208,1.009150074511987,0.6859588295496806,2.116,0.104904112,65.219136,0.023220404,0.22134884474309263,1719692,DHMCNUTS,2000,1000,0.8,10,0.9998309015086129,1.0037737055545763
728.1172167531438,1797.7392834789125,-0.905127,0.743003,-0.011496112030000002,0.9997294555283277,595.2756489100221,1469.7501912068712,0.865312,2.39387,1.5651544150000003,0.9993373750965766,0.8310209999999922,1.812,0.405018249,7.24992,0,0,165981,CmdStanNUTS,2000,1000,0.8,10,0.9993139353001068,1.0012046742917429
420.39891987204214,661.0642458055057,-0.8780820264698498,0.800114082032683,-0.0037662463131413523,0.9990503844122648,544.8965710875392,856.8329360066595,0.8718137031617235,2.4789666609672776,1.545316833991527,0.999000258296428,0.6406378216590475,2.256,0.635942607,224.577264,0.317474931,0.4992194696588398,2465028,AHMCNUTS,2000,1000,0.8,10,0.9993139353001068,1.0012046742917429
