CmdStan,DynamicHMC,Turing,AdvancedHMC,julia,os,cpu
5.1.1,1.0.6,0.6.23,0.2.3,1.1.1,x86_64-pc-linux-gnu,Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz
