B0_ess,B0_ess_ps,B0_hdp_lb,B0_hdp_ub,B0_mean,B0_r_hat,B[1]_ess,B[1]_ess_ps,B[1]_hdp_lb,B[1]_hdp_ub,B[1]_mean,B[1]_r_hat,B[2]_ess,B[2]_ess_ps,B[2]_hdp_lb,B[2]_hdp_ub,B[2]_mean,B[2]_r_hat,sigma_ess,sigma_ess_ps,sigma_hdp_lb,sigma_hdp_ub,sigma_mean,sigma_r_hat,epsilon,tree_depth,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,Nc,B[3]_ess,B[3]_ess_ps,B[3]_hdp_lb,B[3]_hdp_ub,B[3]_mean,B[3]_r_hat,B0_sampler_rhat,B[1]_sampler_rhat,B[2]_sampler_rhat,sigma_sampler_rhat,B[3]_sampler_rhat
485.9099432993395,894.870173945886,-2.11813,7.19952,2.4243005799850006,0.9990013631300687,367.8249973511418,677.4004605180278,0.109782,0.834262,0.4729128414999998,1.0012005856571173,278.9636064152285,513.749953957171,-0.00779759,0.734289,0.37322401749999995,1.0021571994528853,263.7314833985581,485.6978987122428,1.07494,3.30878,2.0944153300000026,1.001314203210735,0.21778399999999662,3.55,0.542994903,8.531584,0.016699683,0.03075476935001727,194518,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.180313567824376,1.2594729501741666,1.0399500466843654,1.0013449282129765,
405.8847454800212,267.680268576603,-2.0065229982249915,6.420987242363155,2.500621953042799,0.9999412617127548,541.2351711079065,356.9436338237535,0.10735750374253444,0.7656300305107954,0.45034348028354,0.9990410537718809,578.7591412886451,381.69062549539535,0.014475927067158573,0.7247910899579698,0.3873106759813921,1.0004570675298006,392.63284945473134,258.94066669034925,1.0671481549881212,3.2120348798977068,2.036771995044217,0.9991309342987466,0.213346226358167,3.559,1.516304312,620.67112,0.394992692,0.2604969786566168,10143035,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.180313567824376,1.2594729501741666,1.0399500466843654,1.0013449282129765,
358.50296469756154,758.7497824010638,-1.64714525763028,7.356494290280745,2.569783418142396,1.0001434879711923,631.3969315472809,1336.3133128462448,0.08876448211690108,0.7997749896656419,0.46916859536432054,1.0027650242227806,407.49716270722763,862.4430311029528,0.03022659001938712,0.7267612627465392,0.3647350444402239,0.999061716035577,465.1566385665576,984.475814844458,1.1259270121664051,3.332346583265706,2.102586726660624,1.0020543558415003,0.1971818990372759,3.717,0.472491687,309.40848,0.172225796,0.3645054521350764,5433370,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.180313567824376,1.2594729501741666,1.0399500466843654,1.0013449282129765,
297.3619069429858,662.4949025592474,0.0995613,9.49174,4.295988396300001,0.9997488628873848,273.1742423059445,608.6070166104772,-0.124149,0.637043,0.2769201900440001,0.9995577909705704,309.0228162991955,688.4743331027014,0.23885,0.580606,0.39015445309999974,0.9992881937126278,221.35137520900915,493.15044841491584,0.745933,2.44795,1.4816136590000006,1.0019087774651656,0.1384029999999986,3.829,0.448851615,8.531536,0.0,0.0,194518,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.481745373512687,1.8790730860300848,1.096191646934661,1.0033268865010396,
221.52703555824385,165.18226870851137,-0.31562287978996395,8.485927764808961,4.306480955079774,1.0084345440531233,233.64652203448958,174.21919852018686,-0.07065533656900515,0.6277974043745502,0.27871786869322274,1.0075014546735466,269.18673313931976,200.7198587483231,0.19206277925411008,0.5363186120692812,0.38993131629045985,1.005101856403984,242.27107306683314,180.65011970560704,0.7980165032161382,2.355126499510935,1.4539886253965442,1.002420059153075,0.14418537270756734,3.636,1.341106629,693.81976,0.232242435,0.17317223700040335,11306269,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.481745373512687,1.8790730860300848,1.096191646934661,1.0033268865010396,
171.35258835431415,333.6703252511445,-0.4541975713546412,9.001412527580358,4.255854863750482,1.006087096692353,186.5492821593589,363.2624417949952,-0.12057495063288809,0.6578161925918167,0.28352012621395695,1.0028874481225625,245.48574982413783,478.02785341630863,0.21702743965441607,0.6070066290435421,0.39127646748066824,1.0055260874319358,182.82302977912983,356.0064099158153,0.8174689852642315,2.453728716707061,1.4826171976574236,1.013114251271516,0.12047372830931735,3.986,0.51353859,395.491856,0.133528133,0.26001577213506,6935199,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.481745373512687,1.8790730860300848,1.096191646934661,1.0033268865010396,
313.0526311847094,637.8925717383522,-1.49475,2.24082,0.21649795226000004,1.0031340021354684,378.57327614158277,771.4008976557128,0.393612,0.680375,0.5301380787999997,0.9990445804258556,412.93431976601937,841.4167745459887,0.37617,0.645039,0.525561526,1.0009832923622306,355.1076277149241,723.5860533410599,0.545341,1.86765,1.129728599,1.0039474334778615,0.22496200000000335,3.528,0.490760741,8.53208,0.0,0.0,194518,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.031000075677008,1.0412333832752412,1.0019134348331982,1.0044525620469662,
525.5743246889477,536.8732276408086,-1.47611394641561,1.874726706818506,0.2246696087235365,0.9992978650415112,429.82275673350216,439.0631731440782,0.3943140505229725,0.6713940562959091,0.530904676764165,1.0012362644580592,617.9685734759635,631.2537866437438,0.396562950581461,0.6539793675142979,0.5220969683412917,1.0048904841545374,387.8061280265331,396.1432624695104,0.5784896853094484,1.7867356291968552,1.1247458151418488,0.9991712291467436,0.2540504942864179,3.282,0.978954244,510.2536,0.185434377,0.18942088267814897,8387124,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.031000075677008,1.0412333832752412,1.0019134348331982,1.0044525620469662,
233.46478242465963,722.8441092802469,-1.6921726161007462,2.2688342689904455,0.1393942809915843,1.0062209793608716,188.99897690880994,585.1709011512846,0.37087637834416526,0.7061422967875439,0.5389302880162419,1.0078663875134968,439.23026574883346,1359.9267817474743,0.37398760211631665,0.660142971804881,0.5247573893669399,0.9992708439094344,149.2283836666022,462.0348172025727,0.5851939639629091,2.0458961349911657,1.168917066474994,1.0113720012382257,0.21785208722473554,3.455,0.322980819,262.169616,0.097884351,0.30306552352881366,4608134,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.031000075677008,1.0412333832752412,1.0019134348331982,1.0044525620469662,
296.6669037866329,569.6816038170507,-4.29913,5.23567,0.4599253511300004,1.0007426232135286,313.9577404840791,602.8847399114778,0.102862,0.805912,0.5033709553499998,1.0034678605042535,373.4972199116296,717.2168264967545,0.308681,0.751129,0.5431650489999995,1.0033276700920282,350.71572068110515,673.4701164547871,0.649341,2.02476,1.2168773100000003,0.9992934844318085,0.11134199999999743,4.341,0.520759143,8.53312,0.0,0.0,194518,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.003458099035854,1.0018867584706905,1.0147413431689323,1.0020135293561683,
