mu_ess,mu_ess_ps,mu_hdp_lb,mu_hdp_ub,mu_mean,mu_r_hat,sigma_ess,sigma_ess_ps,sigma_hdp_lb,sigma_hdp_ub,sigma_mean,sigma_r_hat,epsilon,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,mu_sampler_rhat,sigma_sampler_rhat
518.127970271468,1354.8227660930868,-0.707027,1.12052,0.23954751387899995,0.9990082544332879,562.2414769661514,1470.1726151484138,0.963114,2.57103,1.7062981539999986,1.0009409144626473,0.639854000000011,0.382432288,7.903161,0.008822382,0.023069134790208928,177225,CmdStanNUTS,2000,1000,0.8,10,1.0017985873435595,1.0013008755737565
531.4255229031546,665.7797049021632,-0.6835346345334135,1.1882750945495313,0.252934675594362,1.0042905756149503,486.4554569924635,609.440376207732,1.0265267740997872,2.7487032430047,1.7562345193951152,0.9992616308259016,0.8558220444099349,0.798200244,357.412792,0.124376969,0.1558217626904158,7850430,AHMCNUTS,2000,1000,0.8,10,1.0017985873435595,1.0013008755737565
822.543338843721,8596.128896761877,-0.7355570937095712,1.1743523960201285,0.22217886892035077,1.0052802829982548,447.6509317292076,4678.252109255646,0.9573742232146323,2.5421317718406042,1.709921613990262,1.0013406564198386,0.7970776972084737,0.095687646,55.438946,0.020057269,0.20961189702587102,1620134,DHMCNUTS,2000,1000,0.8,10,1.0017985873435595,1.0013008755737565
564.1190832634475,1167.0549268997484,-0.343386,0.733406,0.14848478538899987,1.002460922952867,488.21562249868526,1010.0251250681936,0.517993,1.39305,0.9071918089999995,1.0053153039201261,0.7010200000000025,0.48336978,7.241056,0,0,165766,CmdStanNUTS,2000,1000,0.8,10,1.0015075165499878,1.0014730682019157
440.97532595495943,458.5808563172605,-0.4988650312565378,0.6897633605907032,0.13868686871956593,1.006048963871579,475.89017318966063,494.8896464029693,0.4975826446010926,1.3981435529874968,0.9126539571692637,1.0017539714847683,0.6092354819914003,0.961608667,411.816544,0.145613357,0.15142683504952228,9219620,AHMCNUTS,2000,1000,0.8,10,1.0015075165499878,1.0014730682019157
599.8575917630187,6569.133041061832,-0.3854518510693017,0.6631487209417808,0.1453395348205933,0.9997884660724718,409.4298861652947,4483.729855450729,0.5341807843260706,1.3693717574290014,0.9044340264802675,1.0015188057606477,0.5128186923739805,0.091314575,58.396592,0.016374505,0.1793197307220671,1698990,DHMCNUTS,2000,1000,0.8,10,1.0015075165499878,1.0014730682019157
684.505097716887,1893.5286210899105,-1.03383,0.782206,-0.18355458593800023,0.999049512436407,746.6268005006914,2065.3742692878823,1.00434,2.61965,1.724577879999998,1.000289996489894,0.9346460000000142,0.361497096,7.237664,0.00476783,0.01318912393144093,165760,CmdStanNUTS,2000,1000,0.8,10,0.9995214140446229,1.0030617515155695
444.8289986987253,553.0346101665453,-1.0857698538635472,0.885178414584798,-0.18859824186508947,0.9993643815148047,232.7394062506212,289.3537678135514,1.0304312603387582,2.769764189960218,1.7426654159250012,1.0090461002767654,0.6783621459963922,0.804342062,371.611184,0.120937616,0.15035595142107586,8209726,AHMCNUTS,2000,1000,0.8,10,0.9995214140446229,1.0030617515155695
766.1416926837345,7883.894517191604,-1.1300562749401584,0.663882662166182,-0.17736844103592156,1.0009414393702365,349.20304847969845,3593.4345116395693,0.9983374636299829,2.806986966844814,1.7806778473442955,1.0011423161021278,0.7284003137925767,0.097178075,58.141648,0.012525129,0.12888842467809739,1701574,DHMCNUTS,2000,1000,0.8,10,0.9995214140446229,1.0030617515155695
528.6190361654924,1428.579043045286,-0.517907,0.71999,0.032625736702999966,0.9991452199419714,463.42904081106457,1252.4047950365562,0.567775,1.56055,1.0039862849999996,0.9992109792958418,0.7154769999999968,0.370031353,7.243424,0.004379427,0.01183528629261856,165760,CmdStanNUTS,2000,1000,0.8,10,0.9995014513887248,1.0007716212658864
445.18310161380424,476.1604811938368,-0.560784297217417,0.731943591795285,0.0391063513197817,0.9989996184373393,549.6350803206522,587.8805897568229,0.5666004364532724,1.5059476464345978,0.9905287772677376,0.9993387157560834,0.7302684195216534,0.934943405,398.168512,0.124415497,0.13307275748952954,8876820,AHMCNUTS,2000,1000,0.8,10,0.9995014513887248,1.0007716212658864
771.4264801600849,7237.952653330584,-0.5888629906997733,0.5524312106255092,0.03473738664528267,1.0014106193244554,524.4934734353609,4921.089728366925,0.5773416366084366,1.4779645290396564,0.9707686262591216,0.9996959267638559,0.6751176133550066,0.106580758,52.082784,0.015287527,0.1434360881539236,1520921,DHMCNUTS,2000,1000,0.8,10,0.9995014513887248,1.0007716212658864
