A_ess,A_ess_ps,A_hdp_lb,A_hdp_ub,A_mean,A_r_hat,k_ess,k_ess_ps,k_hdp_lb,k_hdp_ub,k_mean,k_r_hat,tau_ess,tau_ess_ps,tau_hdp_lb,tau_hdp_ub,tau_mean,tau_r_hat,v[1]_ess,v[1]_ess_ps,v[1]_hdp_lb,v[1]_hdp_ub,v[1]_mean,v[1]_r_hat,v[2]_ess,v[2]_ess_ps,v[2]_hdp_lb,v[2]_hdp_ub,v[2]_mean,v[2]_r_hat,v[3]_ess,v[3]_ess_ps,v[3]_hdp_lb,v[3]_hdp_ub,v[3]_mean,v[3]_r_hat,epsilon,tree_depth,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,A_sampler_rhat,k_sampler_rhat,tau_sampler_rhat,v[1]_sampler_rhat,v[2]_sampler_rhat,v[3]_sampler_rhat
165.37698851523788,120.75078312959013,0.29019,1.55393,0.9334346059999998,1.0277613856801486,68.24062301171793,49.826210671122624,0.00248286,0.578052,0.2324246580700003,0.9990061692823655,75.59589272565661,55.19669531993226,0.292071,0.488419,0.3937230780000001,1.000045427067556,132.88595928426514,97.02730588193867,0.342713,3.06852,1.6735081700000012,1.033969094480069,35.51555199460914,25.931846716591917,0.0804598,3.14601,1.7624392602999996,1.05890314091177,189.40452470750589,138.29460127466174,0.649704,3.57896,2.006994866099999,1.0066167353770918,0.19918100000000266,3.499,1.369572803,9.743611,0.015055401,0.010992771590543916,222441,CmdStanNUTS,2000,1000,0.8,10,1.012006168002076,1.0035012151318043,1.0012522117667195,1.0135761827064258,1.031243683827187,1.0073530115532259
412.0183383850803,78.02304637060814,0.3702338968478387,1.58252587389333,0.9795152689403551,0.9990560988533023,324.7358372461649,61.49454266274781,0.0004525118745149795,0.6016783545935414,0.2597159659979967,1.0011626058025285,429.71426352678924,81.37408650468089,0.2794736804987012,0.4814873469918608,0.38879204175044085,1.0008340762987766,472.28244900292924,89.4351342782714,0.3317182059032739,3.226087048980058,1.7864809677990305,0.999253871366393,413.22360029762007,78.2512842846277,0.4506446687772281,3.357374643551847,1.9650149137760222,0.999828216432319,395.3694969302855,74.87029027257667,0.7292206226851141,3.837131839837815,2.1555334866350964,0.9991609542665675,0.1281155823985918,4.214,5.280726113,1700.63984,0.37634891,0.07126840172102673,29454631,AHMCNUTS,2000,1000,0.8,10,1.012006168002076,1.0035012151318043,1.0012522117667195,1.0135761827064258,1.031243683827187,1.0073530115532259
361.57122742758827,237.93292488211634,0.280089,1.48149,0.9235389409999992,0.9996532135261358,238.04564216952323,156.64657915342383,0.0190728,0.619324,0.3048248205999997,1.0000037461122224,262.36000293420943,172.64671006688087,0.331027,0.485003,0.41304995600000044,0.9990017518460667,322.72691030842805,212.3713168610212,0.365695,3.90744,2.085757938899996,0.9993978558475985,304.8265877818041,200.59196117115002,1.4037,5.36684,3.2504187279999983,1.0042717089577362,331.0863324807341,217.87225724815286,0.668462,4.19994,2.410217806000002,1.0042047257024171,0.16214099999999979,3.84,1.519635114,9.743739,0,0,222441,CmdStanNUTS,2000,1000,0.8,10,1.006131665916779,1.0065742644411477,1.007328611671421,1.0036090344772313,1.0054592865015295,1.0084285797303125
277.1513221532286,55.535791342136704,0.28119178024923097,1.4404533029850013,0.9081646850941719,1.0185678921649644,259.96316554151724,52.091615533311874,0.003024578048747741,0.586904993392518,0.27090045424042786,1.001898610384314,330.7252458376577,66.27097464922942,0.32979814502605553,0.5001739233575889,0.419486651163882,1.0134825967748748,248.28263518357377,49.75106203465094,0.010218153434420346,3.599029475335895,1.9652255682436652,1.004194428402761,326.92933176947184,65.51034652014222,1.3445948053266386,5.511504626906204,3.176512023760252,1.0103944291933682,265.3624972767739,53.17353770603169,0.47828523069616474,4.005049899076044,2.2552786190017584,1.0084133084787916,0.16424417286348753,3.898,4.990499198,1534.070272,0.42809091,0.08578118000130375,26596127,AHMCNUTS,2000,1000,0.8,10,1.006131665916779,1.0065742644411477,1.007328611671421,1.0036090344772313,1.0054592865015295,1.0084285797303125
323.3360755363502,223.0146658389671,0.494806,1.68408,1.062822298000001,1.0075067045908261,199.78653416354499,137.79881221636015,0.0138977,0.528833,0.22010183777000014,1.0135503474308314,202.60661912086786,139.74391006339627,0.313648,0.494329,0.4101917380000001,1.0051431760516245,183.5623799328023,126.60852258261907,0.266588,3.16996,1.5236173751999993,1.023875839917834,233.36694359447281,160.96023574620116,0.893566,4.16225,2.307180847000001,1.0042927104854993,312.33950064730925,215.42999570840834,0.638575,3.96015,2.285690292999998,1.0094125484440397,0.11325399999999855,3.976,1.449842208,9.743291,0.006757296,0.004660711326180401,222441,CmdStanNUTS,2000,1000,0.8,10,1.0017365253304316,1.0075271855181942,1.00294672366553,1.0070324179104437,1.0008902994001891,1.0031429314134608
246.0265841884791,48.13202462305623,0.5341048736945035,1.7650335839673004,1.0607825570301133,0.9990043677088928,353.13696228238314,69.0868306770683,0.00029963136623412795,0.5627418572307802,0.24146517218490876,1.0025170185968066,352.1894686269566,68.90146539183458,0.30482750435980915,0.4950875272475241,0.40654285516733646,1.0023117033921243,355.25449244536384,69.50109897364625,0.05778656017530143,3.000945238452125,1.5444955290208318,0.9990973827056107,417.4377933944727,81.66648419938471,0.6584107696096421,4.007456434951731,2.328533313960883,0.9990864644355558,356.10006371958355,69.6665244195408,0.5302878389935461,3.8160360853022075,2.3367495651032155,0.9990044235481443,0.12326146489911889,4.044,5.111494605,1534.927664,0.410317431,0.08027347433735578,26610694,AHMCNUTS,2000,1000,0.8,10,1.0017365253304316,1.0075271855181942,1.00294672366553,1.0070324179104437,1.0008902994001891,1.0031429314134608
304.7915716504145,183.58857196421653,0.254202,1.45448,0.8961623130000004,1.0049871180237413,129.47612009052264,77.98882318881908,0.0045997,0.594611,0.26126398277999996,0.9997372103083184,135.51870119478957,81.62851975228806,0.315119,0.48017,0.4002273049999999,1.0002456442219934,370.8433758906258,223.3743060330998,0.00284977,2.93375,1.361916244180001,0.9990576832194136,138.6595968512648,83.52041113609009,0.766167,4.99067,2.864761770999995,1.008149728639033,230.59361912382764,138.89607579949757,1.16714,4.96115,3.002833366999996,1.0076271117819855,0.11379399999999885,4.091,1.66018815,9.745162,0,0,222441,CmdStanNUTS,2000,1000,0.8,10,1.0011857712368308,0.9993994612865972,1.0001463513521043,0.9994333237170766,1.0035728236911685,1.0027465062125747
254.6837864798157,36.23663340842011,0.19037437966598394,1.5243190931860957,0.8821054436713787,0.9990174437388466,336.70628713017163,47.90686702788298,0.0029740590230181493,0.5979325466066938,0.26326689289002503,0.9993984787701384,435.8790345665795,62.01725286213692,0.3086969649943451,0.47559057683377925,0.40021323898786304,1.00120153473978,358.41834152115354,50.99607724571537,0.012338469238050884,3.0381157890881614,1.3195890116345401,0.9990836324161247,220.19306945365474,31.32926381828878,0.5018771235502825,4.8583403755164,2.966649464057138,0.9993625151855251,241.78240353851064,34.401013282901175,1.0743955242520322,4.869846975054487,2.9329080532267904,0.9991996433139104,0.07667688949904508,4.792,7.028351216,2190.941696,0.618620455,0.08801786307885613,37869602,AHMCNUTS,2000,1000,0.8,10,1.0011857712368308,0.9993994612865972,1.0001463513521043,0.9994333237170766,1.0035728236911685,1.0027465062125747
264.17243089458503,168.69400209897356,0.121258,1.52288,0.8451289507000006,1.0014961321517364,168.7652423883159,107.76932345771101,0.00684094,0.613792,0.29524228837000027,0.9990749715098993,129.18648520308557,82.4953047984957,0.307341,0.519915,0.4077834400000007,1.001233272888957,260.6627438777258,166.45280248937067,0.644059,3.76734,2.0152289960000034,0.9990381306906487,385.2346384152794,246.00134344585217,0.00818519,2.7919,1.3637929285800003,0.9996699028299446,252.58981334789524,161.29762806358988,0.823405,3.82288,2.3883002150000014,0.9990008689076264,0.13085200000000174,3.95,1.565985913,9.745049,0.008233262,0.0052575581502054035,222442,CmdStanNUTS,2000,1000,0.8,10,1.001973690399193,0.9999765072769069,1.0022735372890188,0.9998955812767267,1.0001303285813068,0.9998538571494897
285.3474012548682,58.088407366496256,0.11737452254442457,1.5958306464121335,0.8631641293266407,1.0041323949807694,243.65649895741518,49.6013557743629,0.002135359009864645,0.6371925338744238,0.2839848096291784,0.9999633029304864,304.0026864796284,61.88607926716355,0.3081297339031784,0.5189588894499795,0.4147982878868934,0.99942968425958,316.1513696868985,64.35919679340343,0.3720558425956934,3.851534563572137,2.0558076177058866,1.0003619981067935,353.16722209901536,71.89454459919132,0.00553413402970755,2.8150399227118816,1.3950328138303683,1.0009499876798085,342.49243978639294,69.72147030169515,0.7258982886112353,4.090546337960384,2.399288716192771,1.0011960340017019,0.17568813078246523,3.821,4.912295141,1493.988128,0.410177383,0.08350015038316688,25908095,AHMCNUTS,2000,1000,0.8,10,1.001973690399193,0.9999765072769069,1.0022735372890188,0.9998955812767267,1.0001303285813068,0.9998538571494897
