mu_ess,mu_ess_ps,mu_hdp_lb,mu_hdp_ub,mu_mean,mu_r_hat,sigma_ess,sigma_ess_ps,sigma_hdp_lb,sigma_hdp_ub,sigma_mean,sigma_r_hat,epsilon,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,mu_sampler_rhat,sigma_sampler_rhat
460.80135091796836,1138.8940153006956,0.28922,1.18556,0.7176809629299998,1.0090030398011047,321.99508889065004,795.8272669193192,0.385122,1.12067,0.6920470440000012,0.9990211836294429,0.6184449999999962,0.404604243,7.921849,0,0,177387,CmdStanNUTS,2000,1000,0.8,10,1.0021579673817456,1.0027303969223913
466.1004125403013,641.1185059100102,0.29254343111468023,1.0979163101099814,0.7106812280030834,1.002632448108498,450.49170994002026,619.6488229381664,0.3928785623639589,1.0243820317826344,0.6615348258607691,0.999213301635007,0.7082620519517727,0.727011322,208.964312,0.314967922,0.4332366119602193,2214186,AHMCNUTS,2000,1000,0.8,10,1.0021579673817456,1.0027303969223913
646.7864189663172,5469.687144377286,0.27046951509064887,1.1570784259159306,0.7089084979352805,0.9998697419364153,306.35922690024904,2590.792069530021,0.37873323668164977,1.114392101863774,0.6858295602813465,1.004014083374503,0.4814417176540926,0.118249253,59.122946,0.031311179,0.2647896557959652,1716985,DHMCNUTS,2000,1000,0.8,10,1.0021579673817456,1.0027303969223913
416.68482086250293,721.6378663511808,-1.29871,0.918439,-0.19221698209799984,0.999890817393638,557.9118845238514,966.2227223117669,1.23033,3.39415,2.1733995689999968,1.0033108066241279,0.7473519999999872,0.577415405,7.251232,0,0,165976,CmdStanNUTS,2000,1000,0.8,10,1.0002359372419334,1.0009681454180366
416.96176395674325,1219.8832937322316,-1.3109300454818071,0.8152675989409678,-0.23888742803779384,0.9995147605173,681.3640412041184,1993.4312511710625,1.161228398755939,3.1641194265624013,2.137848175786,0.9989996187298187,0.7199641150516526,0.341804635,205.7984,0.060312968,0.17645450594899043,2144615,AHMCNUTS,2000,1000,0.8,10,1.0002359372419334,1.0009681454180366
665.1924394210403,4149.351655942231,-1.281830514560725,0.8324233841330908,-0.1971948892335785,0.9994702995704405,507.3444655546266,3164.724181342867,1.182421665560186,3.210198067719486,2.1166764176906234,0.9990616720392353,0.6487472085254921,0.16031238,51.076336,0.026664874,0.16633072255555062,1493748,DHMCNUTS,2000,1000,0.8,10,1.0002359372419334,1.0009681454180366
623.2986168785941,1098.1499263086453,-0.421825,0.919135,0.19455220790199979,1.0001591596002974,411.4372877950894,724.8850150437789,0.683179,1.94682,1.1836206160000016,1.0082335462514902,0.5357050000000045,0.567589727,7.252256,0,0,165976,CmdStanNUTS,2000,1000,0.8,10,0.9996729355768043,1.0017822640636322
680.469636097736,1532.8527381856998,-0.5629002103962845,0.889659142416643,0.19263128379553482,0.9997538296065251,548.4801362686395,1235.5279855559847,0.6258523280254159,1.6970660278533916,1.1629128718841943,0.9992023075704621,0.8473752554670085,0.443923685,201.844992,0.071091568,0.1601436697390904,2055262,AHMCNUTS,2000,1000,0.8,10,0.9996729355768043,1.0017822640636322
645.4276359669752,6069.208849469596,-0.45669802371519075,0.9009648833255002,0.21011283413299411,0.9990188386343213,500.44168502274556,4705.849167479611,0.7010447444948185,1.7799465602739521,1.1604536259378277,0.9990557919198076,0.6268796797678909,0.106344608,53.349104,0.014372052,0.13514603392021532,1557670,DHMCNUTS,2000,1000,0.8,10,0.9996729355768043,1.0017822640636322
462.7505859748392,956.4175984468617,-0.382469,0.900461,0.3086576771990001,1.001435914868336,435.9670241989566,901.0610616688929,0.630464,1.61635,1.057472794,0.999092901324364,0.559585000000009,0.483837381,7.25216,0,0,165976,CmdStanNUTS,2000,1000,0.8,10,1.000276498429581,1.0032358480334023
