mu_ess,mu_r_hat,sigma_ess,sigma_r_hat,epsilon,time,sampler,Nd,Nsamples,Nadapt,delta
619.0074152074781,1.0003481602260453,462.89657873004717,1.0068584675783714,,0.054723949,DHMCNUTS,10,2000,1000,0.8
610.0575888526613,0.999059492813314,587.6636200571476,0.9991284547609552,0.8259899999999997,0.600353743,CmdStanNUTS,10,2000,1000,0.8
384.51536815655004,1.0009111709273057,303.5189911928024,0.9994742270522136,0.11782868713822905,1.141044927,AHMCNUTS,10,2000,1000,0.8
419.55274614907097,0.9994614503273644,256.3251271044911,1.002738583418563,,0.049132798,DHMCNUTS,10,2000,1000,0.8
486.121660751426,1.000162439206764,388.64292883763574,1.0084781806114365,0.8115219999999985,0.608936924,CmdStanNUTS,10,2000,1000,0.8
332.5616457827363,0.9989998967700382,487.340548535033,1.0007002466459765,0.16557543546131176,1.046050024,AHMCNUTS,10,2000,1000,0.8
668.2910058342609,0.9991979077608861,398.22294022775554,1.0093830905492978,,0.064653755,DHMCNUTS,10,2000,1000,0.8
635.5136936995043,1.000560036173043,484.2364213239218,1.0003833885848386,0.6440050000000002,0.610715205,CmdStanNUTS,10,2000,1000,0.8
318.38364884932236,0.9993357188960507,438.34925009087215,0.9992065468390734,0.25489346491052695,0.946416708,AHMCNUTS,10,2000,1000,0.8
534.2415028107911,1.0029977384578421,260.3196672585554,1.0031882034864512,,0.050609243,DHMCNUTS,10,2000,1000,0.8
423.34272128413033,0.9998809455223021,306.433096647046,0.9990166487913524,0.7484320000000004,0.62245614,CmdStanNUTS,10,2000,1000,0.8
379.9926790688637,1.004380029547726,311.0831760719873,1.0000348663766743,0.08097833260659476,1.444480387,AHMCNUTS,10,2000,1000,0.8
372.64340259204437,1.000185306632123,250.64888931486433,1.0053272603830792,,0.048045984,DHMCNUTS,10,2000,1000,0.8
246.680783007026,1.002181628321239,413.2796994932091,1.0019520504423167,0.7466620000000005,0.61802651,CmdStanNUTS,10,2000,1000,0.8
363.88239286864746,1.0078330406592595,334.57052277797703,1.0005148509872495,0.3041361758725214,1.004060712,AHMCNUTS,10,2000,1000,0.8
769.2692875132411,0.9990271758303872,378.01189732920744,0.9998520255029157,,0.043336435,DHMCNUTS,10,2000,1000,0.8
591.5379348195412,1.0003745666276205,507.01580514584555,0.9995460696549529,0.7220459999999994,0.616200681,CmdStanNUTS,10,2000,1000,0.8
369.0244175948405,1.0004318090510234,375.9240741253143,1.0001237376271002,0.28797683311792005,0.890372466,AHMCNUTS,10,2000,1000,0.8
458.96246013877527,1.0026996061193694,368.77515472989796,1.0017169870460043,,0.051321263,DHMCNUTS,10,2000,1000,0.8
407.5651167036595,0.9990260556488302,392.4724957521382,0.9994456184659584,0.7474440000000009,0.63697961,CmdStanNUTS,10,2000,1000,0.8
349.1947244575646,0.9993677252179679,367.67345480593553,1.012079883455093,0.07759603143985132,1.453014697,AHMCNUTS,10,2000,1000,0.8
625.9831825595863,0.9998234705655759,314.17289226590293,1.0055408257350913,,0.049034143,DHMCNUTS,10,2000,1000,0.8
681.9579792900051,1.0004068808130298,488.8823161937391,1.0008161715966528,0.7335869999999998,0.61356561,CmdStanNUTS,10,2000,1000,0.8
478.29045179752325,0.9991939139913761,270.43683308087213,1.001901891685693,0.20676247918591356,0.926229826,AHMCNUTS,10,2000,1000,0.8
990.4945758044299,0.999745683683667,295.41578484931983,1.0053979051649702,,0.04379327,DHMCNUTS,10,2000,1000,0.8
586.8788482849162,0.999119825435136,502.1161222819636,0.9992120396289496,0.6600699999999999,0.643659712,CmdStanNUTS,10,2000,1000,0.8
21.518623093718055,1.0541011865259247,24.75300092428701,1.0043215031946964,0.8765178206020091,0.682215062,AHMCNUTS,10,2000,1000,0.8
463.5181839867253,0.9991483842740062,285.4669013375346,1.0010460076983119,,0.054014401,DHMCNUTS,10,2000,1000,0.8
606.8773314105985,1.0012717003847456,464.0799367846084,1.0018110790375192,0.6212329999999993,0.654035724,CmdStanNUTS,10,2000,1000,0.8
353.03952690364116,0.999746459318427,554.9746431672586,0.9990651093714982,0.17770703186309636,1.135886658,AHMCNUTS,10,2000,1000,0.8
524.570558676773,0.9991782339942652,388.2422109741035,1.0015100004296864,,0.046089292,DHMCNUTS,10,2000,1000,0.8
581.9296572872447,0.999003672759478,496.55485535382167,0.999387011631627,0.6689900000000006,0.604239342,CmdStanNUTS,10,2000,1000,0.8
313.6772277244042,1.0008971778460396,381.4045625839524,1.0034715737712536,0.22740939053327638,0.987483887,AHMCNUTS,10,2000,1000,0.8
420.54838458669366,1.0010195020824413,404.95269846842984,0.9990028988667724,,0.048982321,DHMCNUTS,10,2000,1000,0.8
600.3820819435728,0.9990680549696143,433.4399200673747,0.9990096838914735,0.7493180000000005,0.601070229,CmdStanNUTS,10,2000,1000,0.8
223.39774748079088,1.0100987017598066,473.9008997957306,0.9995737662034222,0.37172895259636596,0.840040865,AHMCNUTS,10,2000,1000,0.8
609.0868543955518,1.000384771120169,394.0674745644028,1.0066647661968555,,0.048112875,DHMCNUTS,10,2000,1000,0.8
338.659061925103,0.9992427632095442,365.3880929241133,0.9990766626356777,0.5978660000000001,0.640027756,CmdStanNUTS,10,2000,1000,0.8
399.0170634492967,0.9990004657298548,338.57223107919253,1.0054508970679648,0.19596500426219585,0.98504878,AHMCNUTS,10,2000,1000,0.8
362.13391052086735,1.0022747150149276,270.0930120750018,1.0017980623614142,,0.050282749,DHMCNUTS,10,2000,1000,0.8
574.5153185973246,0.9991157711497415,338.477616484026,1.005110847442544,0.5647540000000003,0.643935492,CmdStanNUTS,10,2000,1000,0.8
521.3067151310349,1.0008025770752835,323.915289497126,1.004670810044641,0.16581141329042554,0.999448844,AHMCNUTS,10,2000,1000,0.8
892.1441670789108,0.9992213773314841,435.88856047838414,1.0028279146643924,,0.063098556,DHMCNUTS,10,2000,1000,0.8
791.588873456718,1.0004257016775744,619.4547776472109,0.9999961922384127,0.8432049999999992,0.625045294,CmdStanNUTS,10,2000,1000,0.8
414.7763514957271,1.0081402622011588,409.4029422608812,0.9995017460821046,0.2995680746632412,1.122741644,AHMCNUTS,10,2000,1000,0.8
744.1092517595163,0.9992772678187616,461.19556113976245,0.9994961000140528,,0.04200146,DHMCNUTS,10,2000,1000,0.8
405.03282018746626,1.00344779147213,359.30967267655285,0.9991025453037358,0.7379030000000003,0.606697622,CmdStanNUTS,10,2000,1000,0.8
69.87905458206157,1.0031566809256038,142.32890734741179,1.0037835424306867,0.39666083695858717,0.754952569,AHMCNUTS,10,2000,1000,0.8
678.1114423966886,0.9990936499966859,377.794618694036,1.0012285826198912,,0.059189187,DHMCNUTS,10,2000,1000,0.8
460.14886815218915,0.9991082855993623,452.2966847503255,1.0019052804502158,0.683969,0.63310011,CmdStanNUTS,10,2000,1000,0.8
390.6823249213937,1.0004948535767644,304.34501397826796,1.0011366654547498,0.33949659041693686,0.790600213,AHMCNUTS,10,2000,1000,0.8
826.9298443748942,0.9997531990069544,326.9604200194944,1.0162529004119225,,0.05553023,DHMCNUTS,10,2000,1000,0.8
647.6463528163393,1.0016751807919835,583.6651119070308,0.9990007954104919,0.6833379999999997,0.637492885,CmdStanNUTS,10,2000,1000,0.8
379.17046563101366,0.9990471661784909,394.42600816564084,1.0059676302319953,0.31640752829467567,0.892731893,AHMCNUTS,10,2000,1000,0.8
801.3670477192372,0.9996287089074174,421.26729740395837,1.0045438269963876,,0.056978403,DHMCNUTS,10,2000,1000,0.8
515.5258927144489,1.0019091225328427,475.9867588998396,1.0041707739767027,0.6863910000000001,0.621654749,CmdStanNUTS,10,2000,1000,0.8
321.4891685983637,1.0001507419420967,498.86491060140105,0.9993567328659305,0.3270849080846729,0.843625481,AHMCNUTS,10,2000,1000,0.8
468.09458866569634,1.0018502720146383,440.5271922706434,0.9992225052474779,,0.051491832,DHMCNUTS,10,2000,1000,0.8
681.6285267440493,1.0007881835568848,535.503695407784,0.9999511871036316,0.7003709999999994,0.633299339,CmdStanNUTS,10,2000,1000,0.8
269.67143017049193,0.9993132401514442,486.3199504419254,0.9997746317627098,0.1611469213666005,1.154164194,AHMCNUTS,10,2000,1000,0.8
708.3953450896779,0.9992994178145601,517.5898819122121,0.9990600811675259,,0.055469025,DHMCNUTS,10,2000,1000,0.8
550.2357772376955,0.9998994681701177,498.59826098961065,1.002570375311601,0.7106260000000001,0.624641895,CmdStanNUTS,10,2000,1000,0.8
374.7821562363514,0.9997772104458251,241.26676960872953,1.0039963276227153,0.07337258193976796,1.516192892,AHMCNUTS,10,2000,1000,0.8
757.5881732491551,0.9997920292034165,360.86634136121546,1.0016058815154598,,0.048791165,DHMCNUTS,10,2000,1000,0.8
423.97405521394546,0.9992729487934087,463.66344391311947,0.9990300765505264,0.6710169999999994,0.628063992,CmdStanNUTS,10,2000,1000,0.8
200.71699866242787,0.9997229467523209,232.39449703020523,1.0033103180036989,0.3362099620945132,0.795337709,AHMCNUTS,10,2000,1000,0.8
664.5708906832361,0.9991642863439998,369.2632288445107,0.9990229241016607,,0.052375271,DHMCNUTS,10,2000,1000,0.8
665.9753462029221,1.0000703775587445,477.78702936330893,1.0004065947703866,0.6722630000000009,0.697980366,CmdStanNUTS,10,2000,1000,0.8
461.98945790707387,1.0012503326457503,437.42421385881204,1.000397600503228,0.11127331763910561,1.242732373,AHMCNUTS,10,2000,1000,0.8
633.2713846070949,0.9999521075412054,468.4610263962046,0.9990759079820505,,0.059557948,DHMCNUTS,10,2000,1000,0.8
409.90505867319195,0.9997569196218477,441.17810018433755,0.9990012955400506,0.8565770000000009,0.608054386,CmdStanNUTS,10,2000,1000,0.8
350.0113322739946,1.0014955081877719,368.03137439629336,1.0000323256480594,0.0783815568049958,1.538372759,AHMCNUTS,10,2000,1000,0.8
694.7968791949288,0.9990045579346771,442.283213193266,0.9990879773159503,,0.050924326,DHMCNUTS,10,2000,1000,0.8
712.3122115842384,0.9993847360782458,690.3901062128275,1.0025133188693864,0.9155129999999992,0.606347018,CmdStanNUTS,100,2000,1000,0.8
1e3,0.9990604499764966,1e3,1.0003468729056466,0.0774476473228507,4.39981206,AHMCNUTS,100,2000,1000,0.8
794.7295986030646,1.0097613469794016,352.2016345789136,0.99928096196743,,0.085434726,DHMCNUTS,100,2000,1000,0.8
1e3,0.9990973050480066,790.1852524580614,1.0001314630111782,1.0316299999999996,0.617723799,CmdStanNUTS,100,2000,1000,0.8
583.4773755407373,1.000522864719539,886.9122545877019,1.0009698587330391,0.053271664005093984,5.385002297,AHMCNUTS,100,2000,1000,0.8
901.6950183726888,1.0055440415995152,598.6123932443253,1.0009934925456192,,0.083082709,DHMCNUTS,100,2000,1000,0.8
621.2496073517457,1.0044377156585,1e3,0.9991314266497026,0.8046840000000008,0.610851502,CmdStanNUTS,100,2000,1000,0.8
759.5753889679711,0.9990062161107075,938.5284863696759,1.0003058019910713,0.08238316608035219,4.248914469,AHMCNUTS,100,2000,1000,0.8
1e3,1.0017378740387555,629.2746857839014,1.0028641358357604,,0.082224052,DHMCNUTS,100,2000,1000,0.8
849.7689581383669,1.0010737214308207,617.9991932320678,0.9996478290301729,0.7250480000000005,0.60582557,CmdStanNUTS,100,2000,1000,0.8
595.5583991248069,1.0023474785138067,659.5296068971695,1.0007416824510265,0.09997850158852747,3.933477056,AHMCNUTS,100,2000,1000,0.8
770.9768505998469,0.9992274030899971,593.5210654179106,1.0000087891812441,,0.082659918,DHMCNUTS,100,2000,1000,0.8
585.9228262531417,0.9992926712926616,863.5207273075339,0.9990637994962074,0.8399480000000001,0.647227144,CmdStanNUTS,100,2000,1000,0.8
587.8607404784632,1.0025049011073013,785.703627337271,0.9997639403523535,0.07282507302648822,4.487634396,AHMCNUTS,100,2000,1000,0.8
573.2444878515573,1.0057480255319644,627.1924560407328,0.9990213565217922,,0.084565858,DHMCNUTS,100,2000,1000,0.8
772.932256183784,0.9990062645415749,752.7856802517712,1.0028328317412016,0.6894729999999998,0.617639551,CmdStanNUTS,100,2000,1000,0.8
416.5990290876503,1.0085798155339982,988.3864151261417,0.9990348925184335,0.06079274333769816,5.061094869,AHMCNUTS,100,2000,1000,0.8
1e3,0.9990112482758264,517.7912519959648,0.9991004245007611,,0.075199227,DHMCNUTS,100,2000,1000,0.8
669.0282042405859,0.999247964970871,1e3,1.000153371106561,0.8047129999999998,0.609693715,CmdStanNUTS,100,2000,1000,0.8
519.6230893309961,0.9990041242133798,651.6704128564711,0.9990922618126012,0.018628094201587203,9.483546641,AHMCNUTS,100,2000,1000,0.8
1e3,0.9996038296073593,437.1017915707675,1.0008764726042285,,0.076876746,DHMCNUTS,100,2000,1000,0.8
870.1011972967666,1.0006064619110449,1e3,0.9991405499092546,0.9118670000000009,0.618760029,CmdStanNUTS,100,2000,1000,0.8
468.9639651799905,1.0018240435477646,439.4435048673167,1.0026522807462313,0.024505524055033093,7.868361332,AHMCNUTS,100,2000,1000,0.8
873.868354190967,0.9990102544673005,600.749469845515,0.9989996391021158,,0.085363663,DHMCNUTS,100,2000,1000,0.8
951.2478628137937,0.9992627682296882,904.9541280025772,1.0021552396656197,0.9659749999999999,0.60306765,CmdStanNUTS,100,2000,1000,0.8
568.0074562419408,0.9990208705325262,790.4697787271226,1.0007675994272114,0.10117907184198467,3.913569539,AHMCNUTS,100,2000,1000,0.8
846.305530964728,0.9993560542685868,475.8592500324203,1.0006446513628038,,0.090649086,DHMCNUTS,100,2000,1000,0.8
1e3,0.9991008189045795,777.8266503762798,1.002861327832024,0.8467389999999994,0.643181371,CmdStanNUTS,100,2000,1000,0.8
799.4221009067836,0.9992214172165822,1e3,0.9995452610514647,0.07204511101759176,4.322690221,AHMCNUTS,100,2000,1000,0.8
862.5966186552336,1.0020903653338349,500.0420885640513,0.9997029404831689,,0.075785407,DHMCNUTS,100,2000,1000,0.8
710.9901574349567,1.0026303240018326,981.4698415252458,0.9992639009740522,0.8915750000000012,0.650496166,CmdStanNUTS,100,2000,1000,0.8
521.8919815591736,0.9994618173646714,626.8850947350925,0.9999027607645067,0.049751925818573954,5.561221132,AHMCNUTS,100,2000,1000,0.8
1e3,1.0004626310838567,767.5773512457325,1.0001911831848929,,0.068648073,DHMCNUTS,100,2000,1000,0.8
706.7581279120483,1.0012647161280397,558.1932723984953,0.9993643307993043,0.7082520000000011,0.610639175,CmdStanNUTS,100,2000,1000,0.8
287.07236884853324,0.9991902258164639,539.2929090025855,1.0014604406732583,0.12444566638751,3.734104116,AHMCNUTS,100,2000,1000,0.8
869.3822737116292,0.9990791510783992,537.795195956488,1.0060172765196072,,0.080355277,DHMCNUTS,100,2000,1000,0.8
1e3,0.9996583576876001,760.0961761818842,0.9991655755184502,1.0284100000000003,0.608052058,CmdStanNUTS,100,2000,1000,0.8
425.77338162530367,0.9991309721426161,431.6332398255355,1.00079102569207,0.01784804106327205,9.464578605,AHMCNUTS,100,2000,1000,0.8
924.9357359047688,0.9993082155309975,569.4716773447666,0.9999236880946332,,0.081309096,DHMCNUTS,100,2000,1000,0.8
683.8672429518649,0.999707500488293,434.71764358307865,1.0036043968341515,0.7821310000000001,0.661075681,CmdStanNUTS,100,2000,1000,0.8
345.2444830539561,0.9990666287728601,540.6368347792345,0.9991401548341488,0.12808836868274207,3.659139288,AHMCNUTS,100,2000,1000,0.8
887.6749249643484,0.9991446161625965,520.9119660050376,1.0027663327699263,,0.08289443,DHMCNUTS,100,2000,1000,0.8
815.5198106235614,1.0000862654970324,1e3,0.9993717153067673,0.8668309999999997,0.629339291,CmdStanNUTS,100,2000,1000,0.8
578.8750495721597,0.9999937676160924,437.91545825215525,0.999612534014076,0.020966803509847226,8.539660442,AHMCNUTS,100,2000,1000,0.8
1e3,1.0033935218331906,585.4518443151186,0.999269327112068,,0.091698501,DHMCNUTS,100,2000,1000,0.8
652.5735227152653,1.0018588589474424,581.0278673127144,0.9991985155768686,0.8401149999999991,0.636066817,CmdStanNUTS,100,2000,1000,0.8
420.16884155158016,1.0004170440681657,1e3,1.0010364686545854,0.06944291931970165,4.783846762,AHMCNUTS,100,2000,1000,0.8
820.2669342325319,0.9997926297678038,559.6500730225073,1.0001636221764219,,0.079397418,DHMCNUTS,100,2000,1000,0.8
777.4398012692525,1.0012149032003943,725.0068958099956,0.9990956951808599,0.8096409999999997,0.603267197,CmdStanNUTS,100,2000,1000,0.8
728.5775884934701,0.9994138483733781,893.84004312641,0.9991911205318601,0.09680103927194825,3.902000874,AHMCNUTS,100,2000,1000,0.8
808.9576172545605,1.0002554768925263,901.6036024820776,0.9998586035914855,,0.069624339,DHMCNUTS,100,2000,1000,0.8
685.596610416254,1.0007430706453273,724.1253265822818,0.9992121030915734,0.728116,0.611102409,CmdStanNUTS,100,2000,1000,0.8
784.1006099039836,0.9998187386942282,999.3727382375413,0.9993820351251632,0.07181365188275629,4.131102295,AHMCNUTS,100,2000,1000,0.8
867.9956566767142,0.9992579557127252,396.31419816908254,1.0004744647539334,,0.084987487,DHMCNUTS,100,2000,1000,0.8
636.5487832834328,1.0003945078346856,712.5644160508846,1.0004579081963745,0.7908850000000008,0.618764564,CmdStanNUTS,100,2000,1000,0.8
212.28387328201896,1.0064162949204514,374.9771766129302,1.0076963419168914,0.14091867811514885,3.863701233,AHMCNUTS,100,2000,1000,0.8
