B0_ess,B0_ess_ps,B0_hdp_lb,B0_hdp_ub,B0_mean,B0_r_hat,B[1]_ess,B[1]_ess_ps,B[1]_hdp_lb,B[1]_hdp_ub,B[1]_mean,B[1]_r_hat,B[2]_ess,B[2]_ess_ps,B[2]_hdp_lb,B[2]_hdp_ub,B[2]_mean,B[2]_r_hat,sigma_ess,sigma_ess_ps,sigma_hdp_lb,sigma_hdp_ub,sigma_mean,sigma_r_hat,epsilon,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,Nc,B[3]_ess,B[3]_ess_ps,B[3]_hdp_lb,B[3]_hdp_ub,B[3]_mean,B[3]_r_hat,B0_sampler_rhat,B[1]_sampler_rhat,B[2]_sampler_rhat,sigma_sampler_rhat,B[3]_sampler_rhat
505.70926497773905,1011.7217652263953,-0.990479,2.79162,1.0576329522949997,0.9990373948864011,378.87793713513116,757.9830584685126,0.378436,0.652446,0.5026940437000001,1.0050465911314845,360.57178412004,721.3597756347527,0.310035,0.639974,0.473809441,1.0073297522560072,229.82135920529137,459.78052474902154,0.502289,1.55562,0.9251544780000001,1.0002054606331994,0.13769000000000206,0.499850139,9.192685,0.011512664,0.023032231266419633,205843,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.1150285682027565,1.1274741253445166,1.023268034749712,0.9996528518221258,
239.50200632966184,113.03953195904342,-0.6545744993364205,2.760656533828247,1.1799741259422645,1.006946888968516,274.54679985963105,129.57988215876705,0.340953181520601,0.6273216120813944,0.49500051760153446,0.9990059509716628,177.75817489835208,83.89783952267015,0.2950395522778435,0.6468329339841341,0.4684792834941323,1.008620023051798,262.094201227679,123.70253715192753,0.4485372622629473,1.5044267629638919,0.931541174472989,0.9990726831114829,0.11766753548317883,2.118745559,868.036616,0.613156963,0.28939622334330517,13772816,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.1150285682027565,1.1274741253445166,1.023268034749712,0.9996528518221258,
466.14391288273407,1964.2321812117373,-0.7529170997590033,2.990503716847436,1.1308319991487283,0.9989996378947177,608.1040255590358,2562.422169455526,0.34858274675776774,0.6210273393806127,0.49763054875917984,0.9994982805717527,642.5718190711245,2707.662185168951,0.3106400448500088,0.6705871180350865,0.471816229617126,0.9998225698282626,338.39126797507225,1425.909467072441,0.4811215411594943,1.5855296796938847,0.9442174877841147,0.9991493703921015,0.43977184752038945,0.237316096,162.177394,0.052577723,0.22155144082599437,3162543,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.1150285682027565,1.1274741253445166,1.023268034749712,0.9996528518221258,
565.6516915881468,1021.0300820449717,0.73963,4.53834,2.5754264266999987,1.002810567967913,281.0659326092865,507.33830818463315,0.230379,0.446747,0.33099766300000033,1.00224131297506,250.45150193380348,452.07770324135686,0.429198,0.595028,0.5071247420000002,1.000270659993514,379.25619773909983,684.5767323817396,0.354465,1.09694,0.6522497330000003,1.0033550851059418,0.13186500000000204,0.554001005,8.533408,0.012374206,0.022336071393949906,194447,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.7462455589963313,2.4345398835320924,2.2247735840262264,1.0014190354193804,
124.33474570528844,64.7206067429494,0.647696821874657,4.518402842866321,2.53110903745568,0.9993821697346158,162.6980041316802,84.69003160410495,0.234039343108479,0.4557009403396932,0.3307831571960367,0.9992179161951242,126.75794081535592,65.98196499715657,0.4351994394099315,0.6045580128528097,0.5111552833259764,1.002510936554101,125.40251568342859,65.27641855930956,0.37498454234975753,1.0594765309615457,0.6670051477065705,1.0021837556932918,0.12247692684846709,1.921099816,865.65752,0.321554508,0.1673804272541766,13729587,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.7462455589963313,2.4345398835320924,2.2247735840262264,1.0014190354193804,
442.5139535604161,1155.6285502232465,0.7415423715235159,4.46643809661614,2.660944600703937,1.0001913524731825,532.1170702441455,1389.6277698988476,0.23791839176148083,0.43820455499294164,0.3272079819722446,0.9999771927002917,640.5653464738839,1672.8412668410906,0.420787569389831,0.584308814423796,0.5041177232583378,0.9998303198687988,345.972314709983,903.5093272173889,0.33809314839564575,1.1294333002579826,0.6634060833798578,1.000974243164565,0.3723982440906173,0.382920579,199.062848,0.072807667,0.19013777528002748,3892537,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.7462455589963313,2.4345398835320924,2.2247735840262264,1.0014190354193804,
294.52821341777206,522.9082266079663,-0.460328,4.03139,1.71399618494,1.0066283522807744,201.63815052859627,357.99031436034306,0.321847,0.579183,0.4580650060000008,1.0069996027544936,332.7769113291713,590.815333240715,0.257236,0.613584,0.4360414520000004,0.9993020094206773,226.38569534506198,401.9273437631038,0.540486,1.78974,1.0685796069999998,1.0068052613811722,0.15960200000000385,0.563250296,8.531408,0,0,194447,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.209278466806705,1.4178407180468708,1.024869039967411,1.0027845968173408,
96.65276783795902,50.88205428674336,-1.1629386165967182,3.93776547770243,1.6796786647198574,1.0038349567066986,71.11620277695694,37.438539747053596,0.3354221133641657,0.5994835829815084,0.47079584971235955,1.001355259635361,144.99516056094583,76.33150913325058,0.23617435803144154,0.6030677121917167,0.4248450234042344,1.019927667748169,142.77502182717652,75.16273536605603,0.5563865241423963,1.8951897693958808,1.1096978205776005,0.9990323234782564,0.12497101744475005,1.899545315,798.33136,0.3015463,0.15874656825441408,12489725,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.209278466806705,1.4178407180468708,1.024869039967411,1.0027845968173408,
434.7859225026788,1709.2341032629195,-0.11192259328994192,4.301074726957274,1.7563039991068665,1.0093297821076612,669.5936010732171,2632.3120392057263,0.3243314815439484,0.5917251546133309,0.45691467219037357,0.9990032409013844,378.0841543321316,1486.327631695156,0.2570485667507061,0.6205908075759312,0.43305064933381576,1.0136159328456344,395.39579460300257,1554.3832986405596,0.5343909567786929,1.7714181469183827,1.0725738963003921,1.0041571787695054,0.4287674965400459,0.254374706,161.249664,0.059166964,0.232597670304531,3143564,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.209278466806705,1.4178407180468708,1.024869039967411,1.0027845968173408,
177.92349609725508,232.1673135690469,-2.00045,7.90674,2.6938481513999974,1.0157753227698378,155.24893747430087,202.5799264204849,0.171809,0.749836,0.4492228222899997,1.0202617750488057,173.24961337165138,226.06849682959253,0.141033,0.652426,0.39348018530000034,1.014723741684293,208.90377898142052,272.5926042619313,0.641187,2.05891,1.1852166460000002,1.0012487959579173,0.09002689999999898,0.766358939,8.53352,0,0,194447,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.160990958239101,1.2925837859551081,1.0247344350496197,1.0047103905125647,
