a0_ess,a0_ess_ps,a0_hdp_lb,a0_hdp_ub,a0_mean,a0_r_hat,a0_sig_ess,a0_sig_ess_ps,a0_sig_hdp_lb,a0_sig_hdp_ub,a0_sig_mean,a0_sig_r_hat,a0s[10]_ess,a0s[10]_ess_ps,a0s[10]_hdp_lb,a0s[10]_hdp_ub,a0s[10]_mean,a0s[10]_r_hat,a0s[1]_ess,a0s[1]_ess_ps,a0s[1]_hdp_lb,a0s[1]_hdp_ub,a0s[1]_mean,a0s[1]_r_hat,a0s[2]_ess,a0s[2]_ess_ps,a0s[2]_hdp_lb,a0s[2]_hdp_ub,a0s[2]_mean,a0s[2]_r_hat,a0s[3]_ess,a0s[3]_ess_ps,a0s[3]_hdp_lb,a0s[3]_hdp_ub,a0s[3]_mean,a0s[3]_r_hat,a0s[4]_ess,a0s[4]_ess_ps,a0s[4]_hdp_lb,a0s[4]_hdp_ub,a0s[4]_mean,a0s[4]_r_hat,a0s[5]_ess,a0s[5]_ess_ps,a0s[5]_hdp_lb,a0s[5]_hdp_ub,a0s[5]_mean,a0s[5]_r_hat,a0s[6]_ess,a0s[6]_ess_ps,a0s[6]_hdp_lb,a0s[6]_hdp_ub,a0s[6]_mean,a0s[6]_r_hat,a0s[7]_ess,a0s[7]_ess_ps,a0s[7]_hdp_lb,a0s[7]_hdp_ub,a0s[7]_mean,a0s[7]_r_hat,a0s[8]_ess,a0s[8]_ess_ps,a0s[8]_hdp_lb,a0s[8]_hdp_ub,a0s[8]_mean,a0s[8]_r_hat,a0s[9]_ess,a0s[9]_ess_ps,a0s[9]_hdp_lb,a0s[9]_hdp_ub,a0s[9]_mean,a0s[9]_r_hat,a1_ess,a1_ess_ps,a1_hdp_lb,a1_hdp_ub,a1_mean,a1_r_hat,epsilon,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,Ns,a0_sampler_rhat,a0_sig_sampler_rhat,a0s[10]_sampler_rhat,a0s[1]_sampler_rhat,a0s[2]_sampler_rhat,a0s[3]_sampler_rhat,a0s[4]_sampler_rhat,a0s[5]_sampler_rhat,a0s[6]_sampler_rhat,a0s[7]_sampler_rhat,a0s[8]_sampler_rhat,a0s[9]_sampler_rhat,a1_sampler_rhat
161.1712273789482,95.85236366444316,-0.564518,3.79676,1.3463101069500003,1.025147951875538,282.8604699598462,168.22385157580487,0.243033,0.666005,0.4403481310000006,1.0110349812889758,206.55742820108205,122.84461716588207,-0.10092,0.887849,0.3693657230209997,1.0133705112376745,186.3944654447805,110.85322347794097,-0.272695,0.444091,0.06839497104400001,1.0197896717145134,212.70015229116436,126.4978413359042,-0.54529,0.629216,0.06946933487149995,1.005943863408237,260.63124875654324,155.0036048270067,-0.117175,0.460422,0.156682459865,0.9997050325482545,206.2852120656801,122.68272375332818,-0.815608,-0.237086,-0.5143170719000006,1.014258181890746,176.05842038758948,104.7061315572192,-0.710256,-0.088669,-0.41042621669999996,1.0246381960692783,211.91626560587068,126.03164527316763,-0.380616,0.604046,0.13875403021000005,1.0083586775569588,249.47273254505006,148.3673697417899,0.105619,1.03935,0.5736654221999992,0.9990349443993843,250.64552711569334,149.06485857721754,-0.667673,-0.0862799,-0.37208814503999976,0.9990654559457751,165.31237987469945,98.31520558398364,-0.287327,0.302794,0.007708305243799999,1.0275157681592222,163.19305646072002,97.0547935246916,0.256577,0.692499,0.47735403619999967,1.0235491923459146,0.00982664,1.681452822,15.52529,0.010806651,0.0064269724720233635,336311,CmdStanNUTS,2000,1000,0.8,1,10,1.0248961663979932,1.1945083386400912,1.2623483521452752,1.3124002860501975,1.5141942381741538,1.474810718690735,1.4730483269697643,1.2672316569519904,1.330706446734308,1.5173498581827303,1.4923299845926188,1.2753863769729525,1.0230229776887823
13.435348890878783,2.236935484667584,0.11322198288539655,2.6483062333681633,1.4548855413524528,1.1853540389326793,4.7574601169471284,0.7920993670447022,0.3057992176939114,0.8918113654037294,0.5675382226613891,1.2831425822458176,4.016064257028113,0.6686597213229298,-0.0666693715019765,1.018971477530693,0.5420629938347182,1.8910019959099462,4.825474098872475,0.8034234413845682,-0.3353479186708491,0.7031648172550325,0.25936329413858833,1.4981312271482026,4.016064257028113,0.6686597213229298,-0.2595840373716597,1.1383670678949331,0.38315924128055995,1.9637205094045176,4.016080843903899,0.6686624829758894,-0.18989888821773063,0.8367694015102403,0.3792399365253998,1.8142794067135837,4.016064257028113,0.6686597213229298,-0.9120699816806571,0.2015402122340837,-0.28843928527723633,1.9656169817859575,4.016064257028113,0.6686597213229298,-0.7773563632306402,0.2327785191028511,-0.1997373746354316,1.8768596129239195,4.38318262153648,0.7297835598857988,-0.35084442576633085,0.7665802633059294,0.30521413088619104,1.6080755703730163,4.016064257028113,0.6686597213229298,0.24798835860140225,1.5272891311887276,0.8638081591474472,1.8578056383444777,4.03439943600784,0.6717124602440105,-0.7428651326778892,0.3654471350890538,-0.1263217917343459,1.792353242267506,4.016064257028113,0.6686597213229298,-0.36037305153438265,0.7766895211401041,0.24789411605995842,1.8925836848083046,21.386393850559564,3.560754817902177,0.3109707703698853,0.5492451485003288,0.44237739774463986,1.0021554809124638,0.010497371972799556,6.006140536,5139.573455,1.02992,0.17147783902604305,39028525,AHMCNUTS,2000,1000,0.8,1,10,1.0248961663979932,1.1945083386400912,1.2623483521452752,1.3124002860501975,1.5141942381741538,1.474810718690735,1.4730483269697643,1.2672316569519904,1.330706446734308,1.5173498581827303,1.4923299845926188,1.2753863769729525,1.0230229776887823
473.74741400918515,170.08663273020713,-0.7832933030587802,3.3189845813201133,1.3742162876126807,0.9991105264783715,558.2146286955661,200.41237952537062,0.24188110541780766,0.6756972519527862,0.4323667464851678,1.002459622785473,895.8755246220395,321.6407030887057,-0.0754582971212282,0.8286392031199056,0.3563245865697824,0.9993101284981273,757.4799543734136,271.9533890637911,-0.3229448287830387,0.4178236484937947,0.05815423255025625,0.9992211510978569,1e3,359.02387580507076,-0.512067700041774,0.6046739476223875,0.06463021159794215,0.9990649971856843,1e3,359.02387580507076,-0.16349374200084033,0.4341016187083003,0.1494435410702056,0.9990401360017167,959.1267206609939,344.3493926399175,-0.8180130742234478,-0.24858881456923637,-0.5209946983547011,0.999037323990741,812.8882580261821,291.84629299299235,-0.7416738527633185,-0.11327562201604043,-0.4226444847081907,0.9991235652134317,838.578358218807,301.0696523339691,-0.357317032220999,0.57403402650512,0.1242088818942558,0.9992985139234432,987.7198772510344,354.6150185403751,0.14378815225136712,1.0509189755892359,0.5689140605575307,0.9990497789143005,987.2451727896797,354.4445883047976,-0.6768638129783062,-0.1170980188410618,-0.37864537161868816,0.999082531844067,760.9363524956225,273.1943185139519,-0.271206215313777,0.30393218125248783,-0.00038992467821584865,0.999012256775152,465.1928411269694,167.01533681817708,0.27407002746342124,0.693984090171063,0.47542240179707634,0.9991135427218507,0.06918803715863807,2.785330078,2277.770306,0.536593343,0.1926498217350597,27013306,DHMCNUTS,2000,1000,0.8,1,10,1.0248961663979932,1.1945083386400912,1.2623483521452752,1.3124002860501975,1.5141942381741538,1.474810718690735,1.4730483269697643,1.2672316569519904,1.330706446734308,1.5173498581827303,1.4923299845926188,1.2753863769729525,1.0230229776887823
234.55889663014418,168.26977968869437,-0.557377,1.46356,0.3715838708643994,1.002205213200359,321.25026318980747,230.46114126773617,0.142258,0.430337,0.27932562299999986,1.0005233733067724,238.77157828233186,171.29190770727035,0.0768781,0.503897,0.2963461606600004,1.0113249131874966,225.39575072147503,161.69624713265418,-0.432648,0.361172,-0.0783547560947,1.011265356508308,365.30045583182175,262.06222874558244,0.0158467,0.439329,0.21989929992999993,0.9991009510725537,290.513824942571,208.4111838089366,-0.33201,0.233635,-0.06450657675100001,1.0032567362117983,343.04939526222034,246.099580925873,-0.0311624,0.395926,0.17643969138800017,0.9992070569407112,370.7580748388607,265.9774601059488,-0.324274,0.154328,-0.0679745978063,0.9995636224647442,349.3632613517775,250.62907382142052,-0.582939,0.182012,-0.1857744434240001,0.9990424451702745,183.75467115909413,131.82342889967168,-0.445198,0.255771,-0.08111067714030006,1.0139148801667437,226.56747903173553,162.53683117126957,-0.0542746,0.471446,0.19879780037700004,1.0087922719326332,296.39216130424074,212.628232826156,-0.691577,-0.125273,-0.39585657572,1.0031855734434993,232.05920758289662,166.47653231537544,0.431325,0.6483,0.5457713049999993,1.00471063369623,0.022388200000000476,1.393945467,14.878445,0.014333777,0.01028288217820217,324924,CmdStanNUTS,2000,1000,0.8,1,10,1.0025621867729155,1.0040614070268572,1.271066475960376,1.437187776313853,1.0012037350092502,1.0031544006420594,1.000052201922515,1.000456510454915,1.001729490439674,1.0084766311603246,1.0072736952655887,1.004416097918747,1.0043417577220057
34.61948802769225,4.4652555909336975,-0.5299724091852847,1.6578710804827756,0.40505900543638973,0.9990100163459489,104.7823475733656,13.514930173400307,0.14903475909399871,0.48224272506889454,0.298604132160306,1.0015524626720618,23.764010003693933,3.0651053662930825,0.09578318074896428,0.5727436671792963,0.31560090090998383,1.0005510819357948,21.83884758463624,2.816796025372831,-0.5447800065067216,0.3991172315347727,-0.04497139353368938,1.0015649020585804,49.62980197874623,6.40130063694941,-0.026347538054114585,0.4845843772193436,0.24143765548309,1.0053256974234168,29.532710399449975,3.8091580129979272,-0.3850329953306601,0.22640970608432376,-0.05681510583283615,1.0032698373072988,56.62717668352726,7.303828903612062,-0.04764786939378712,0.4448015982707788,0.19353287575078426,1.0021755890623012,54.17097921616388,6.987026140243391,-0.3241139398887043,0.17532152037829282,-0.061962670062920264,0.9990374974809173,53.95550417795213,6.959233958039193,-0.5769691420499763,0.22096706011158992,-0.19191556911137655,1.0063444076234054,22.093792580167406,2.849679081464403,-0.47617009908131935,0.2472020078284025,-0.09114504505530638,1.0005203749615272,21.859096101658015,2.819407698999179,-0.07083209402451071,0.6159478393878071,0.22538128346249547,1.00112032811777,26.605663152221307,3.4316245822562554,-0.7196412826154274,-0.005893522322634908,-0.3706461205363543,1.0014564598259736,30.361352526273592,3.9160370889311884,0.41788185808554584,0.6639378402005746,0.5401097928170433,0.9991810766703092,0.02398732956806142,7.753080943,5860.083496,1.690888705,0.21809248702951406,44578986,AHMCNUTS,2000,1000,0.8,1,10,1.0025621867729155,1.0040614070268572,1.271066475960376,1.437187776313853,1.0012037350092502,1.0031544006420594,1.000052201922515,1.000456510454915,1.001729490439674,1.0084766311603246,1.0072736952655887,1.004416097918747,1.0043417577220057
685.2333318058788,331.4085088433772,-0.6251609801162505,1.3883020082250777,0.3180920054624098,0.9996393048283093,634.7782384738026,307.0062410776378,0.1381923406154676,0.45649669906827123,0.2869141475306828,1.0002550852307075,629.0331750172552,304.2276796373658,0.08984847454273376,0.5153210491227502,0.2950437437861407,0.9993045011563877,1e3,483.6432985096858,-0.4756464241704448,0.3118740505214717,-0.09855907651320947,0.9990016773726614,690.7724360993768,334.08745951467375,0.029535934328141222,0.45094810470951974,0.21688108007062978,1.001670359291489,1e3,483.6432985096858,-0.3587922124029488,0.20675664495772175,-0.062309330650094155,0.9991449790159342,905.841030017818,438.10394368322875,-0.031098666012774875,0.42141903662554286,0.179579084889718,0.999524124531643,666.6841565356981,322.4373245310727,-0.299053399636642,0.20993000586415259,-0.06775518681936851,1.0013730666918255,907.3468243659062,438.8322110286154,-0.5663720416721177,0.2018472665780083,-0.1741902798932599,1.0004279961638223,657.1610957578963,317.8315600045884,-0.4233756922621452,0.3052357141866455,-0.07323863464600175,0.9990085752299667,580.2855258809719,280.6512058145009,-0.060020245384296844,0.47382206569778423,0.1883558349732206,0.9990761035352502,1e3,483.6432985096858,-0.701007599815856,-0.14002175675109663,-0.4082423651693101,0.9990309075299036,670.7807956971413,324.4186366079171,0.4430604999375797,0.6588851940382005,0.551722434755636,0.9995983961876755,0.1063257154558418,2.067639525,1738.419648,0.330314894,0.15975458488103722,20412606,DHMCNUTS,2000,1000,0.8,1,10,1.0025621867729155,1.0040614070268572,1.271066475960376,1.437187776313853,1.0012037350092502,1.0031544006420594,1.000052201922515,1.000456510454915,1.001729490439674,1.0084766311603246,1.0072736952655887,1.004416097918747,1.0043417577220057
254.43895386821885,148.40954959032973,-1.50026,2.53268,0.45883739970000004,1.0013508760754506,191.70071177125547,111.81548995384102,0.214176,0.689488,0.4285842059999995,0.9992138528952583,274.6084257392319,160.17403058014784,-1.01091,-0.0147535,-0.4731380964400004,1.001305857186965,262.4326028723992,153.0720976406885,-0.467378,0.1562,-0.1530484819989999,0.9992026539676572,282.6104376265472,164.8414565460163,-0.371182,0.36473,-0.0011341897349999952,0.9994547310705305,282.41427793222215,164.72704021376853,-0.351345,0.620213,0.18733167590299987,0.999077018206113,257.09546739804586,149.95904494254862,-0.0458556,0.723895,0.2869874023750001,1.0016173866613043,249.16906821761168,145.33572247420258,-0.805957,0.04525,-0.3866489906729996,1.0008937212804416,247.81478864780104,144.54579617589263,-0.839998,0.172964,-0.35333840554700013,0.9993969121667083,279.1864823665736,162.8443265852741,0.324117,0.895516,0.5527147618999994,0.9994671498431826,246.43999610683085,143.74390503979242,-0.605553,0.288949,-0.12201230583590003,1.0027046260803594,280.71402870386413,163.7353161937798,-0.193304,0.890102,0.33321901899000045,0.9999292745553845,261.0367763779514,152.2579377874196,0.344337,0.803079,0.5614379669999993,1.001195327448169,0.012226899999999938,1.714437882,14.875514,0,0,324923,CmdStanNUTS,2000,1000,0.8,1,10,1.18541017710947,1.086916247230695,1.1533273283616325,1.2141875473310433,1.1153617610128315,1.078439529193549,1.1199974305355422,1.1030932041308645,1.0179266322746088,1.1007601553399917,1.1589796291883223,1.122181881508243,1.1844598811599667
5.053748223374261,0.830241977417499,-2.620527809768317,1.3273592127825833,-0.5016742710212236,1.303560719619186,6.272326860880491,1.0304330223458111,0.20491244272673678,0.952753799850409,0.49457270451384666,1.2038875668133717,14.381830552326663,2.362681896462738,-1.0781455324637188,-0.26504277373118584,-0.6724085297368849,1.002238852190696,6.483836195667509,1.0651802872656666,-0.404514396195519,-0.004839072318822594,-0.19097002383465728,1.2790300970550028,6.720282257884253,1.1040242180613207,-0.23957180615637333,0.35853996974312624,0.06892036097020363,1.0882075029302671,7.609899889488383,1.2501727535566927,-0.4027954733504763,0.34282026471281557,-0.0015731211231655503,1.0371129915859842,4.299590458394637,0.7063471163348884,-0.0982534053809393,0.43083076741057563,0.16452846929210624,1.4052610118308966,5.678958273459898,0.932952996119143,-0.588807343519306,0.11386707175796562,-0.23823772710487073,1.2416729526985875,12.047712619495865,1.9792273588749492,-0.5979377255225012,0.2556095151810465,-0.18670814589185605,1.1202725479533375,6.925932280305718,1.137808900978736,0.34689110996195627,0.6825198129695158,0.5273870651144293,1.0693120090764836,4.506652819624954,0.7403638216866666,-0.6464540847730027,0.04539479655349296,-0.28862093049435383,1.3770169843626212,6.5122762098452975,1.069852481558912,0.09411547688900328,1.1473308662978947,0.5556859216178185,1.1097516489888606,5.300969728789859,0.8708561240754294,0.4612887677417465,0.9016736014383014,0.6728195127214884,1.2694496979147543,0.008790478580349223,6.08707866,5081.481864,1.093410772,0.17962816534393197,38578114,AHMCNUTS,2000,1000,0.8,1,10,1.18541017710947,1.086916247230695,1.1533273283616325,1.2141875473310433,1.1153617610128315,1.078439529193549,1.1199974305355422,1.1030932041308645,1.0179266322746088,1.1007601553399917,1.1589796291883223,1.122181881508243,1.1844598811599667
437.19057579540356,190.8057074666053,-1.6989135848039296,2.2484203829537686,0.4793885402533804,1.0059940584752665,459.40127206250537,200.49925497013956,0.23201976369748503,0.6898254373789388,0.431648013674077,1.0057661560396198,529.316493343536,231.01277469764224,-0.9080554042253957,-0.018487278489321753,-0.4571404412162262,1.0016124126299892,377.76194721156884,164.8689143413681,-0.4784763446462646,0.15750496721608137,-0.1456318553671565,1.004623516001566,687.302126925573,299.9633931558212,-0.3099887513126281,0.4383460548477799,0.006941656406487682,0.9999405944246832,689.0566232645173,300.7291185253372,-0.22308567116199068,0.6484573358136426,0.20278455665110542,0.9990344075126533,380.6545240669565,166.13133902261757,-0.03310221391352645,0.6588919970560883,0.3022462061357657,1.007236500685522,430.00172474718187,187.66823404867438,-0.8077475860278203,0.1325941710615357,-0.37890139232067177,1.0087492621472576,549.8088653036367,239.95638360870367,-0.8840194374499865,0.15914040146801706,-0.3552116367979773,1.0006696414367484,639.5015355255163,279.1014941022647,0.24557237329168413,0.8382360564880492,0.5623691306486395,1.000080191720228,382.8382961586555,167.0844157858675,-0.48804833112693813,0.34037528711658926,-0.11078132079317281,1.0053495527067087,695.379336237527,303.4885781036424,-0.20027705199560264,0.9272419708931842,0.33732727909291116,1.0000215959571315,492.30879675895056,214.86128351857386,0.3394848577721643,0.7915102608567035,0.5580776050181193,1.0052109843162773,0.09282027177031683,2.291286679,1817.428304,0.420896444,0.18369436171282344,21385129,DHMCNUTS,2000,1000,0.8,1,10,1.18541017710947,1.086916247230695,1.1533273283616325,1.2141875473310433,1.1153617610128315,1.078439529193549,1.1199974305355422,1.1030932041308645,1.0179266322746088,1.1007601553399917,1.1589796291883223,1.122181881508243,1.1844598811599667
199.66122455823597,144.44460779301022,0.355011,2.31146,1.3325365213000004,1.0009872105879334,367.665013696047,265.98669230863726,0.171212,0.492802,0.311106446,1.0031926435092042,209.63434584150542,151.659647144899,-0.315606,0.173609,-0.06079088462800002,1.0003994064208788,245.93271622012512,177.91964772571217,-0.245131,0.728345,0.19878154225900002,0.9990389088376657,145.44222679172844,105.2199567139571,-0.563825,-0.0529313,-0.32308842156999984,1.0029549621213663,173.18201807635904,125.28826632807414,-0.656119,-0.181419,-0.39433979570000016,1.00323068312092,183.01817851331103,132.4042215649922,-0.294658,0.183711,-0.036751911604000015,1.0026680265817471,163.22678501340656,118.08616818183765,-0.280165,0.186032,-0.036625091199799946,1.0013103015920457,145.666542277544,105.38223740938115,-0.148889,0.362869,0.12874281031799995,1.003737383061416,152.19947627169657,110.10847852410372,-0.117896,0.459033,0.16381222166100018,1.0001130934543598,143.71938908999246,103.97357241140224,0.196879,0.664172,0.4230560471000003,1.0020896662121044,194.3688664264166,140.61585939009822,-0.292762,0.504527,0.06377638658659988,1.001966274676466,219.15457243747156,158.5470405273523,0.360493,0.58354,0.46845307499999994,1.0001122120248815,0.01641500000000016,1.382268453,14.870104,0,0,324923,CmdStanNUTS,2000,1000,0.8,1,10,1.0135302530938564,1.0210409257016098,1.5075274843471878,1.9010620453824005,1.003625876598876,1.0027329358741155,1.014842876802619,1.0026456777516035,1.0016686174585592,1.005549301336365,1.0073203196893608,1.0173644678359872,1.0178563321865133
