c_ess,c_ess_ps,c_hdp_lb,c_hdp_ub,c_mean,c_r_hat,d_ess,d_ess_ps,d_hdp_lb,d_hdp_ub,d_mean,d_r_hat,epsilon,tree_depth,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,c_sampler_rhat,d_sampler_rhat
849.7432533623078,1959.8284479805086,-0.770119,0.29888,-0.2569715387099998,0.9990112609823142,695.4336141178787,1603.932217451806,-0.105865,2.10302,0.9977105857799993,0.9992451758400183,0.752981999999984,2.167,0.433580426,7.255504,0.0,0.0,166092,CmdStanNUTS,2000,1000,0.8,10,1.0012039775240578,1.001000530114486
914.0982065856806,3158.7365381032473,-0.8349610413252201,0.27183970992990664,-0.26802362199243696,1.0021784526765964,1048.9302740664668,3624.6590998052015,-0.19111708057176183,1.888912280497197,0.939325613309882,0.9993408038434397,0.8743118890675988,1.817,0.28938729,97.48752,0.067094556,0.23185038983571116,2265339,AHMCNUTS,2000,1000,0.8,10,1.0012039775240578,1.001000530114486
899.25856331148,7666.749953405104,-0.740322959264494,0.2726353475391252,-0.24723343722483151,1.0041972539466024,1100.4211446819495,9381.788624451596,-0.05637964917858751,1.920118052374634,0.9302075558174524,0.9993474414011742,0.8001091584332879,2.051,0.117293321,61.746208,0.043638178,0.3720431617755967,1559848,DHMCNUTS,2000,1000,0.8,10,1.0012039775240578,1.001000530114486
755.30906554128,1586.9228535933262,-0.836534,0.339058,-0.17852657986560028,1.001153976304516,698.1104171184473,1466.7470917523185,0.632395,2.97878,1.803460684999999,1.0029967062499516,0.8549510000000197,1.974,0.475958276,7.253168,0.0,0.0,166093,CmdStanNUTS,2000,1000,0.8,10,1.000204514598983,1.0004618676996524
592.3494835364422,1613.7732404736378,-0.7921941198967829,0.44058131073853224,-0.15726132288051228,0.9990594123990391,756.3759883985546,2060.640489676888,0.6880886323962654,3.0152073398686925,1.7586655761953274,0.9990012783845258,0.8039742629039192,2.116,0.367058685,114.858992,0.089041015,0.24257977985182397,2677163,AHMCNUTS,2000,1000,0.8,10,1.000204514598983,1.0004618676996524
946.7407956456176,6527.294305207787,-0.8335343999381064,0.40931255806508293,-0.1832735610700188,0.9990208978149242,724.1435528800281,4992.599992106004,0.689279721601257,3.014619728240395,1.795115811686947,0.9990006957521422,0.8264391307808496,2.215,0.145043375,69.943696,0.035432598,0.24428966852157158,1770260,DHMCNUTS,2000,1000,0.8,10,1.000204514598983,1.0004618676996524
650.3816005284675,1452.7376615682356,-0.644887,0.556545,0.002138198944000006,1.0050486295901544,760.7993507340935,1699.374442342795,0.945567,3.36342,2.097249657,0.9992995361090496,0.7642499999999849,2.241,0.44769377,7.2492,0.009929141,0.022178421200723882,166092,CmdStanNUTS,2000,1000,0.8,10,1.002910183201997,1.0001753222802037
679.5660906695284,1582.5700936884193,-0.602945485214216,0.621000517726685,-0.015903713685492083,0.9993802983139248,974.1459168817768,2268.5861112153225,0.963844808388062,3.4028015769539817,2.136010848436558,0.9992568225241183,0.7660889563915968,2.234,0.42940663,128.918336,0.082119738,0.19124003278663862,3008771,AHMCNUTS,2000,1000,0.8,10,1.002910183201997,1.0001753222802037
795.3797356728617,5511.420889602177,-0.5715858071355729,0.6804560972702123,0.034094164071961065,0.9996012219599617,609.6289565549022,4224.2989296435835,0.8802958636640292,3.528537743785795,2.123525799730678,1.0022214574744377,0.786671878437915,2.252,0.144314824,78.57384,0.035192778,0.24386114346783944,1991126,DHMCNUTS,2000,1000,0.8,10,1.002910183201997,1.0001753222802037
727.9354550750678,1507.8048227185202,-0.693103,0.434682,-0.13472799873,0.9990206810787626,850.195771629299,1761.0480102049055,0.167446,2.35425,1.2227717865700003,0.9995247050916516,0.8681930000000126,1.998,0.482778304,7.25448,0.009525255,0.019730080911009622,166092,CmdStanNUTS,2000,1000,0.8,10,1.001723583453232,0.9999409475697345
503.90157639446886,1582.4998325707502,-0.7147906830546013,0.43211610724947874,-0.13825286625998293,1.008042049115925,988.190168547122,3103.4052075472873,0.09290948954261657,2.2908866404454775,1.201986084567577,0.9990118496729062,0.8900951565646295,2.069,0.318421251,111.4288,0.059107524,0.185626819235127,2594521,AHMCNUTS,2000,1000,0.8,10,1.001723583453232,0.9999409475697345
665.6310900331642,4771.659379256786,-0.654000163481096,0.4942531385032262,-0.1254348852785878,1.0022175335849197,637.1179972433347,4567.259722030093,0.08394568655154004,2.2561037142811093,1.1809688893022032,1.0004041842476505,0.7760133638512321,2.253,0.139496774,68.905424,0.035897663,0.25733686859310456,1744308,DHMCNUTS,2000,1000,0.8,10,1.001723583453232,0.9999409475697345
942.1127561587796,1701.5722718737125,-0.365976,0.788604,0.16291215594400005,0.9992416332761146,1127.1836459684816,2035.8332107820806,0.561926,2.93439,1.7639904551999996,0.9991157849037746,0.9660669999999812,1.792,0.553671902,7.249344,0.011833555,0.021372865332797763,166092,CmdStanNUTS,2000,1000,0.8,10,0.9996612748603497,1.0002240497414614
807.1775579555529,2330.579008075897,-0.466730899152897,0.6924393331633002,0.16734046974289948,0.9992211149603512,779.1056043057414,2249.5263261137793,0.7164368637164089,3.073990368066602,1.7449737172984923,0.9991986233105732,0.7533331344449536,2.241,0.34634207,107.16264,0.065252443,0.18840461108291,2493305,AHMCNUTS,2000,1000,0.8,10,0.9996612748603497,1.0002240497414614
