mu_ess,mu_r_hat,sigma_ess,sigma_r_hat,epsilon,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd
562.3995106446666,0.9991486550102312,722.5133374545279,0.9993622655110593,0.06673696519987189,10.396444824,209.5514736,0.633940732,0.06097668411960978,79355610,AHMCNUTS,2000,1000,0.8,100
958.6803363500885,0.9998177899650661,540.1044787033062,0.9992857289750313,0.5954821207092178,0.229893602,5.5613808,0.020495427,0.08915179379372203,1619780,DHMCNUTS,2000,1000,0.8,100
519.0442176096514,0.9991767951374037,633.1298403823839,0.9997448452010718,0.80052899999999,0.589855128,0.3666352,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
804.4617816774819,0.9997793790458637,664.3514217072703,1.0009992811069495,0.09584180457207453,8.707126637,174.5475984,0.509150716,0.058475170653475815,65656343,AHMCNUTS,2000,1000,0.8,100
1e3,0.9994417968406593,523.4219620206106,1.004101897987388,0.9210985654233339,0.19625724,4.7183056,0.012306646,0.062706710845419,1376121,DHMCNUTS,2000,1000,0.8,100
438.9839632288245,1.000838223806668,598.1885051709447,1.0044008231142716,0.7900270000000073,0.558917735,0.3664272,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
541.5699771705392,1.0012268231372972,951.8537714240388,0.9997689676806315,0.0701218818900161,9.15543418,200.3191216,0.60021917,0.06555878816879879,75742393,AHMCNUTS,2000,1000,0.8,100
834.7699509558046,0.9990130838862876,599.5948501584406,0.999343107525964,0.6043943038672517,0.237589822,5.4899872,0.019161225,0.08064834107245554,1598561,DHMCNUTS,2000,1000,0.8,100
742.0506889950307,0.9997179422832456,797.6125128464338,0.9990077439074397,0.8615630000000144,0.506345096,0.3665184,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
513.9493631866143,1.0071662949494093,624.2240584824501,0.9990084985188954,0.03406881601749046,13.58505404,269.353392,0.893655143,0.06578222952729602,102759679,AHMCNUTS,2000,1000,0.8,100
859.7221674880691,0.9991104016557353,569.7956405825596,0.999013327282731,0.7682825282485146,0.191857077,4.9201696,0.01042512,0.054337948659563914,1434190,DHMCNUTS,2000,1000,0.8,100
848.4431648930292,0.9990649149964098,660.3332433154176,1.0000637521336502,0.8034800000000071,0.484024847,0.3660432,0.003357086,0.00693577203899204,82833,CmdStanNUTS,2000,1000,0.8,100
615.4056637505543,1.0000315488581173,640.160238804736,1.0005965870069278,0.04669033629557147,11.25771941,235.5679968,0.676279712,0.060072532221692676,89537446,AHMCNUTS,2000,1000,0.8,100
870.114289883518,0.9995149364182344,531.8920302086577,0.999013554177175,0.6920053218701302,0.230880846,5.3865744,0.014803719,0.06411843709200546,1572172,DHMCNUTS,2000,1000,0.8,100
759.0656264378681,0.9992648712230058,662.5445825624638,0.999006977177203,0.7500250000000124,0.582315224,0.366168,0,0,82834,CmdStanNUTS,2000,1000,0.8,100
732.1290138996488,0.9993644554159834,757.6965562318185,0.999371881951926,0.09496935718088179,9.315117643,186.6049856,0.552781045,0.05934235789447023,70375166,AHMCNUTS,2000,1000,0.8,100
775.4641207353255,1.0019241146691749,461.39181673201875,1.000737898909773,0.6887185591994432,0.245790834,5.3850464,0.013847427,0.05633825629152631,1571319,DHMCNUTS,2000,1000,0.8,100
620.7996355040087,0.9998680434646146,575.4962982001308,1.0002166463781639,0.7781469999999918,0.649770926,0.36664,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
517.0337116212378,0.9996890186012749,504.6743925203305,0.9993012916932805,0.021546445206559284,19.041749679,384.2268272,1.139750133,0.05985532591350898,147716068,AHMCNUTS,2000,1000,0.8,100
1e3,1.0013834069922853,557.2731201247981,1.0021808968306538,0.7816704826943803,0.194324981,5.1599632,0.012412837,0.06387669220973705,1507071,DHMCNUTS,2000,1000,0.8,100
700.8088532227185,0.9990106805813496,793.2059562360806,0.9990364546508407,0.7760580000000059,0.499702684,0.3664512,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
381.64242970030057,0.9998700169269059,467.73348036958674,1.001847509173528,0.059869401526185195,10.382345505,220.123992,0.667830549,0.06432366835397471,83493257,AHMCNUTS,2000,1000,0.8,100
1e3,0.9997052519945007,903.0815268642123,0.9989998808801248,0.7994426988728942,0.2005266,4.5280896,0.0133752,0.0667003779049762,1320333,DHMCNUTS,2000,1000,0.8,100
594.9600009096166,0.9990925474499782,682.8724804596901,0.9990314730366447,0.8125129999999945,0.603579391,0.3667056,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
424.0984669780979,0.99920311897308,468.3683503724454,0.9990095823663764,0.13759749255594145,8.013349451,156.275,0.462897404,0.05776578281410581,58504930,AHMCNUTS,2000,1000,0.8,100
1e3,1.009687631648453,608.5121508551576,0.9992401511277808,0.8285703908535773,0.173159932,4.6070288,0.012634475,0.07296419474223402,1340688,DHMCNUTS,2000,1000,0.8,100
632.7337516044968,0.9997907924206816,815.9651509439864,0.9990164553652928,0.8152300000000133,0.509673243,0.365968,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
358.27582670717453,0.9990243439849613,560.5792925985444,1.0033245588613033,0.12682926972402345,7.537693101,165.1667504,0.474708408,0.06297794320347455,61984925,AHMCNUTS,2000,1000,0.8,100
702.1654964385118,0.9999211765232396,444.39399966272606,1.0076904468557248,0.6039647853292538,0.209856354,5.4953264,0.01770873,0.08438500747039568,1606010,DHMCNUTS,2000,1000,0.8,100
964.1590941280309,1.0018694060822029,946.6639472919338,0.9991639611144504,0.94066299999998,0.540930132,0.366216,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
379.9939203658178,1.0024546561342722,1e3,0.9995280336727149,0.06771662312048263,10.620648965,212.280784,0.647763064,0.06099091177334661,80423148,AHMCNUTS,2000,1000,0.8,100
744.1882058651412,1.0073157391395062,472.68926167638034,0.9990080036918657,0.7400593891676414,0.203579769,5.1962336,0.013606317,0.06683531014321958,1518014,DHMCNUTS,2000,1000,0.8,100
599.7870050789877,0.9993642525465841,795.0021491467966,1.0007756163465662,0.8428300000000162,0.538217004,0.3660464,0.00432917,0.008043539999341974,82833,CmdStanNUTS,2000,1000,0.8,100
172.91961995421536,1.0081208984575978,413.91145374920137,0.9992401194498589,0.14773859459222413,7.64191273,164.0698608,0.511513292,0.06693524384176001,61555531,AHMCNUTS,2000,1000,0.8,100
891.9609400071303,1.002556066191356,709.5646773693493,1.0036466363975554,0.8452865229360279,0.175942058,4.48484,0.011850293,0.06735338403282744,1305631,DHMCNUTS,2000,1000,0.8,100
1e3,0.9994775999737305,465.2584074239247,1.0028047791354773,0.8547399999999941,0.545043776,0.3661056,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
65.76096506378644,0.9991989937918597,39.27256735073262,1.015570853288935,0.21360246348416637,7.012826159,134.4960688,0.449041119,0.06403140600080573,49981293,AHMCNUTS,2000,1000,0.8,100
1e3,0.9995818626625145,1e3,1.000915589716317,0.7975931889006621,0.191826337,4.3532832,0.015945703,0.08312572324205929,1266393,DHMCNUTS,2000,1000,0.8,100
865.4397682392297,0.9989995005456765,836.5471200014408,0.9991049244209407,0.8263429999999852,0.495846899,0.3663792,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
368.99627152355976,0.9990187024625413,628.3295585986002,0.9990576191532745,0.04712729470534722,12.337629859,242.3155152,0.860492102,0.06974533292326743,92178192,AHMCNUTS,2000,1000,0.8,100
1e3,0.9990071946099273,805.6603091212385,0.9995469404126595,0.9842365221214833,0.177011982,4.1101696,0.011293497,0.0638007488103263,1198775,DHMCNUTS,2000,1000,0.8,100
1e3,0.9994401416588079,1e3,0.9997302627548293,0.925853999999984,0.552401041,0.3663456,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
703.5871343115549,0.9996951468384208,615.892442277419,0.9993738302129435,0.09967654992478372,8.416499831,172.8162848,0.491895844,0.05844422905923778,64978850,AHMCNUTS,2000,1000,0.8,100
925.9439363752954,0.9990856850632118,647.7893690128104,1.000947844268978,0.6956995124658164,0.248641974,5.7628256,0.013565403,0.05455797660293672,1685112,DHMCNUTS,2000,1000,0.8,100
679.4752634066764,0.9989995139733026,959.6815527914175,1.0002410160041209,0.8925359999999821,0.519003504,0.3665232,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
412.9670998304134,0.9990999731548444,508.08793111337826,0.9990498569258116,0.028853135230743933,16.54434289,316.9008496,0.984690458,0.0595182573612629,121367636,AHMCNUTS,2000,1000,0.8,100
821.9258777971032,0.9995222628627819,817.3602184643282,0.9990107095590615,0.8295807494743299,0.207913352,4.51088,0.011936447,0.057410680387664566,1312286,DHMCNUTS,2000,1000,0.8,100
934.9079274563218,0.9990030237289802,786.9152566333623,0.999623448533006,0.8591219999999884,0.562159919,0.366328,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
973.5762486861938,0.9992339923598562,929.6420481899064,0.9995377562394256,0.09119618881287171,8.387756178,175.5707392,0.500916293,0.059719939679915665,66056834,AHMCNUTS,2000,1000,0.8,100
671.8133641890247,1.0048058557149615,332.50923733413396,1.0011209541467836,0.6730498361601325,0.195151403,5.3665664,0.013412152,0.06872690533513613,1568109,DHMCNUTS,2000,1000,0.8,100
510.7689004858182,1.0009784362824308,985.008635032424,1.000555253720719,0.749063999999985,0.579803252,0.3665536,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
372.2523231321445,1.004654267835748,529.0974125943033,1.0017830383245094,0.13591595231102446,7.448465502,158.2971408,0.464245113,0.06232761806782145,59295770,AHMCNUTS,2000,1000,0.8,100
840.0979601802177,1.002182549214668,613.4168801009778,0.9990005378082479,0.7487441754037353,0.238962906,5.4456464,0.016458085,0.06887296976544134,1591472,DHMCNUTS,2000,1000,0.8,100
703.9184488985604,0.9990007490098288,761.4340918153902,1.0003577624463267,0.6537090000000065,0.574238679,0.3661072,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
553.7830793349956,1.0007672413484832,961.6648176462362,0.9996350335549735,0.07179625182997364,10.301785255,207.236888,0.638159991,0.061946543749809506,78449716,AHMCNUTS,2000,1000,0.8,100
792.6619103764398,0.9993846704314348,454.0434849055785,0.9993261083768329,0.6957895844191895,0.215863102,5.1711344,0.012861906,0.0595836244399008,1510518,DHMCNUTS,2000,1000,0.8,100
668.383478310473,1.0007192247606969,823.0504128119779,1.0000050241090435,0.8164679999999884,0.51481424,0.3665872,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
548.0080181786551,0.9999425522918013,858.1761320471846,1.0044370797811366,0.0714872297208157,9.394338047,197.2495216,0.591369471,0.06294956260264115,74541075,AHMCNUTS,2000,1000,0.8,100
857.2144091252395,0.9995462747010598,545.6035188286794,1.001063169807819,0.7202658444281275,0.197951261,5.3102416,0.016273689,0.08221058516015213,1551680,DHMCNUTS,2000,1000,0.8,100
832.7271703761326,1.005173718799302,1e3,1.0010954042897633,0.8582440000000112,0.519348265,0.3661424,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
266.1073827325712,0.9992292680906686,499.2549419954979,1.0106222847078,0.12235914723970684,8.345993676,163.4385184,0.506814105,0.06072543602056762,61308582,AHMCNUTS,2000,1000,0.8,100
1e3,0.999018538361761,771.7922890734994,0.9994177381897043,0.8503038137596398,0.15826896,4.1894576,0.010700738,0.06761109695798848,1220237,DHMCNUTS,2000,1000,0.8,100
828.8768327688973,0.9990024496680923,770.390560389216,1.0043777223113484,0.8325230000000094,0.626691659,0.366312,0.004521082,0.00721420484072535,82833,CmdStanNUTS,2000,1000,0.8,100
503.02996155221086,0.9991332417346963,574.6076535177009,0.9990015144300406,0.1153762386558413,8.17787196,167.6029824,0.502366918,0.061430029775129916,62938447,AHMCNUTS,2000,1000,0.8,100
849.5111138512799,1.0021308715339625,925.673514235224,0.9990560165279369,0.8360766767099219,0.168548534,4.0880368,0.016744614,0.09934594862747369,1190905,DHMCNUTS,2000,1000,0.8,100
470.05946271783404,1.0008715245025979,973.8649816820091,0.9990526266565404,0.8157549999999946,0.455878831,0.36652,0,0,82833,CmdStanNUTS,2000,1000,0.8,100
608.1941039775854,1.0021359704054975,1e3,0.9995398307165236,0.06666233830060907,9.807168297,211.9393296,0.799110163,0.08148225245042921,80290084,AHMCNUTS,2000,1000,0.8,100
1e3,1.0004188417060655,927.4359087054355,0.9994015916236487,0.7875429224290342,0.171542082,4.4043312,0.01385145,0.08074665900347414,1279839,DHMCNUTS,2000,1000,0.8,100
723.5539871358228,0.9996870739029472,770.1055512707565,0.999154435542263,0.7325929999999894,0.529679728,0.3766,0,0,83742,CmdStanNUTS,2000,1000,0.8,1000
