A_ess,A_r_hat,k_ess,k_r_hat,tau_ess,tau_r_hat,v[1]_ess,v[1]_r_hat,v[2]_ess,v[2]_r_hat,v[3]_ess,v[3]_r_hat,epsilon,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd
35.63664032390784,1.045048994020655,18.073480423615884,1.0709970250903653,17.054080994833253,1.0782373002542185,311.02338219814925,1.0012022344570857,329.24606533504607,1.0008453057463589,97.67785235811661,1.0061428362871978,0.08018350000000009,3.31260469,0.9506077,0.027953824,0.00843862356543364,214015,CmdStanNUTS,2000,1000,0.8,10
287.7981105369862,1.0022754977162414,191.87417899463313,1.0027393375570128,212.9881802221923,1.0025990598759917,238.01251616455457,1.003249844021952,58.312101590385616,1.0001222186108407,230.73205431838986,1.0074534716645218,0.2224783905109184,20.307854099,1171.6303776,2.379423915,0.11716766840062966,206167752,AHMCNUTS,2000,1000,0.8,10
342.52532538113144,0.9993406178275285,144.8976017815403,1.0025152990508444,211.76949537394066,1.0092924681799058,315.28684531880447,1.003061109024526,431.2562526244673,1.0011283354748495,436.0275353800981,1.0019567911653298,0.15607936018331386,1.500028687,43.0464016,0.101054564,0.0673684209347391,5593271,DHMCNUTS,2000,1000,0.8,10
589.8606746602397,1.0057748612732778,92.31107517195176,1.0311074060488994,129.4026434239014,1.0303367795642608,513.1430806120062,1.0000504134010464,431.7337907585594,1.0002517862365534,492.9727487878878,1.0000321704783777,0.06624609999999996,3.392326839,0.9504412,0.026015903,0.007669043766923427,214015,CmdStanNUTS,2000,1000,0.8,10
578.3538676879257,0.9995518057420691,NaN,NaN,736.9552717646291,1.0063529160530515,731.1651508968557,1.0001649643448922,610.8647111669629,0.9996770539791981,712.8884817565373,1.0002495872248525,0.07326667999057605,38.369246029,2291.9034464,4.516379005,0.11770830736643767,404805375,AHMCNUTS,2000,1000,0.8,10
288.95467294552896,1.005745379483805,40.77375306105764,1.0373372108005543,48.63521588071444,1.028154708961892,130.56746438326448,1.0046480763914893,336.81067981483443,0.9990396280063534,243.80219423531855,0.9993677323081328,0.26891395774516125,1.266493755,37.66644,0.086116771,0.06799620658216353,4902870,DHMCNUTS,2000,1000,0.8,10
282.5786574431643,1.012483587095042,58.78269246864098,1.0575374698694961,50.333344713203815,1.0626061430872682,384.4258634327499,0.9997349556316233,282.67276134345224,1.0005131037410748,433.7889056987398,1.0010406163622865,0.09034060000000015,3.167566193,0.950579,0,0,214015,CmdStanNUTS,2000,1000,0.8,10
351.8587865074644,1.0011968985683208,308.39831112327386,1.0019124150617529,437.1941817364142,1.003239921051693,291.8726474000637,1.0022698859016845,277.9833558811343,1.0023981754278404,232.31414316873486,1.0027616342796717,0.10867216829952477,24.186578137,1431.8462336,2.823448868,0.11673618533416105,252306931,AHMCNUTS,2000,1000,0.8,10
721.835291308962,0.9990959814003543,385.63599231282086,0.9994827989799898,373.3882194434396,0.9990214040953077,380.5183138471123,0.9990723677384534,416.7406634717147,1.000220373460766,391.8785458837319,0.9991087342154956,0.1267919628579561,1.780009697,52.6593584,0.105462137,0.05924806880420046,6836672,DHMCNUTS,2000,1000,0.8,10
346.3964257844416,1.002946629299351,241.69764339550161,1.013006946014255,200.97730681481076,1.014348561824327,403.41808502534667,0.9995476270032857,339.2225800623004,1.0023032864093038,383.87325590178307,0.9996156572492877,0.07918809999999997,3.901295095,0.9505085,0.025334343,0.00649382894220669,214015,CmdStanNUTS,2000,1000,0.8,10
420.05663373019115,1.0023439687259161,258.73888073964685,1.00556290612311,262.8026421742318,1.0032888850159474,363.640876018433,1.0043948281562778,488.1122832810937,1.0038945811017637,424.897085764142,0.9997515748020193,0.1259645431349996,22.158900753,1262.8402544,2.798355861,0.12628586102679945,222339564,AHMCNUTS,2000,1000,0.8,10
286.72340866894194,1.013389822785337,129.0911633711344,0.9990002697916783,116.3371752003236,1.0016790707268963,296.3786773083613,1.0043965108938204,310.4912606556505,1.0141359593156147,195.71441476448013,1.0249940865285319,0.2502390071067794,1.20855471,35.1027056,0.068307171,0.05651971767169729,4568212,DHMCNUTS,2000,1000,0.8,10
447.79078053277385,1.000693456067618,216.17836663280693,1.0002956691105303,197.73286782877784,1.0014867459230645,447.4382336389948,1.0009770499594606,615.0391020551784,1.0013627153220355,456.26785009944916,1.0033397356314147,0.08415109999999996,3.163749147,0.9505142,0.029891649,0.009448172914829394,214015,CmdStanNUTS,2000,1000,0.8,10
497.72338405798945,1.0089039374243773,406.5146903007171,1.000726208138745,441.705913613103,0.9993148137841114,416.4353299023525,1.0058001088881663,402.11339044262735,1.0088460581935155,447.8450335421386,1.0047189051422605,0.10164520647218794,23.519776543,1388.3150512,2.493373259,0.10601177500311255,244588135,AHMCNUTS,2000,1000,0.8,10
498.9607657116617,0.9990585269978924,220.44876534186534,1.0006566833986632,253.3807946939048,1.000154984361853,504.26945954198646,0.9991643026533017,130.88051610647562,1.0052871520916011,374.01180979583984,0.9994265367563446,0.20800424987953867,1.415190419,41.9519248,0.091111051,0.06438077150379577,5452817,DHMCNUTS,2000,1000,0.8,10
328.7333436466855,1.002665268873725,159.0735602930614,0.9997977369779655,152.76742630649588,0.9996236277333599,135.13343269463496,1.0083308849258796,281.3970034819152,0.9998867488556791,220.9030927738245,1.00064507858835,0.05675160000000001,3.803083816,0.9504829,0,0,214015,CmdStanNUTS,2000,1000,0.8,10
202.05019712511682,1.000662429588553,162.01171343460268,0.9990153718629532,211.0136192853535,0.999391365398892,161.24267403441084,1.0051275674249824,154.66576936514593,1.0038377123447577,197.7031039203432,1.0001974157344535,0.23831451958596625,15.312936717,906.5167936,1.755262542,0.1146261213272929,159158892,AHMCNUTS,2000,1000,0.8,10
452.68824467198385,1.007085500579234,180.65818502006496,1.0013891765615963,154.41635554763513,1.0065041584080567,298.4477134349957,1.0031260188034747,149.97072580126792,1.0043362724257305,476.45002026867763,0.9990712286172975,0.193674197583734,1.491794167,41.4285088,0.097396312,0.0652880364828508,5387146,DHMCNUTS,2000,1000,0.8,10
415.5891246307329,1.0008291967424043,187.28593543901036,0.9995342914608935,193.43944811737856,0.9994999057124878,175.94878769086233,0.9996131073839339,173.84259502871564,1.0082398349391766,385.07489388541643,1.0005583584513384,0.08197540000000009,3.595837384,0.9505216,0,0,214015,CmdStanNUTS,2000,1000,0.8,10
103.98480347756039,1.0161940299645345,34.05011925854216,1.0117641096472336,60.01163858898958,1.0048333221819314,143.17302591802908,1.0012489007782222,146.03441974178614,0.9990069266090854,139.19965680370547,1.0013135449754602,0.24174718313991814,16.915357784,968.159,2.033124517,0.12019400020749806,170086945,AHMCNUTS,2000,1000,0.8,10
577.0846094256657,0.9993376942060355,95.24410699396486,1.035988786842005,117.01086741455923,1.0283982408359922,168.51615879560572,1.0093840098703442,284.526844423401,0.9991567636361037,385.1340845816481,1.0003808579955125,0.09182138169422117,2.546547858,72.361512,0.183693794,0.07213443620269083,9386474,DHMCNUTS,2000,1000,0.8,10
240.204194856159,1.002205936612721,155.13461976939485,1.0002473335313942,140.70249963083958,1.0000852576332349,240.77173989990214,1.0062744779857482,157.490565051211,1.00203864664085,195.71544486690468,1.0125279672488867,0.07121349999999992,3.461764112,0.9504476,0.025218639,0.007284909711953245,214015,CmdStanNUTS,2000,1000,0.8,10
396.1570712533011,1.0063625348888234,259.5053250477148,0.9992196020379307,340.1083925746815,0.9990216203917802,322.43726911546605,1.0011113217605323,338.8143417310535,1.0004292782873065,299.7297266759419,1.0057824242642353,0.046604002381264435,37.776242408,2176.9193392,4.878436919,0.12914034345477615,384419071,AHMCNUTS,2000,1000,0.8,10
417.34776008539797,1.0027263345874227,61.355987315371685,1.0311932093931437,67.85426857643589,1.0230550182549,161.06151177895683,0.9993384546663698,225.6991205772557,1.0164606573252437,328.352296030911,1.0003094847335394,0.25152162075748347,1.189100583,35.5927952,0.085942216,0.0722749759176596,4635517,DHMCNUTS,2000,1000,0.8,10
770.2587756533776,0.9998567457499804,255.40897082738886,1.004475828428706,279.7950734223632,1.002850958331423,372.1114889580677,1.0064700177429462,668.0968386930359,1.0047342442958445,461.5823884417349,1.00427572879896,0.09340749999999991,3.241822229,0.9506878,0,0,214015,CmdStanNUTS,2000,1000,0.8,10
441.22843868023716,1.0015062888731583,281.7799064008678,0.9992770212396244,325.95458079836726,0.9996131621815809,509.51564515794956,0.999061856273661,432.98861983764203,0.9990509728531076,207.3104056705869,0.9998488672175042,0.09529741112557369,36.030392353,2055.872552,4.550496687,0.126296062568997,362955109,AHMCNUTS,2000,1000,0.8,10
410.8586266476048,1.0001753772210982,231.87458127404173,0.999042270850515,185.7315830701807,0.9990451119507922,419.3804210471381,0.9996324147128527,306.87655636335637,0.9993907942442587,518.7633277254146,1.0034768083301044,0.21440996509629082,1.320208627,39.5626928,0.077134266,0.05842581575555786,5144281,DHMCNUTS,2000,1000,0.8,10
693.0757789174046,1.0016989185115834,191.16094924866943,0.9997121195510476,182.40143957609172,0.9997605867472945,189.5732211527272,1.0001715285856205,313.53346742005596,1.000554022135781,335.79328142597376,0.9999426537163384,0.10618100000000012,2.809898526,0.9504135,0,0,214015,CmdStanNUTS,2000,1000,0.8,10
506.1282632292757,0.9990142577791443,288.19468334665925,0.9990472963182483,373.73098252021873,0.9995399806668168,400.65035886368094,0.9994335840549794,384.1607338561015,0.9991505330230579,383.68376416255063,0.9990004480606914,0.20805928249182198,14.938791103,892.1174928,1.697655259,0.11364073888542948,156604233,AHMCNUTS,2000,1000,0.8,10
271.03052205146423,0.9999749307495999,169.1648858848453,0.9992663283952515,185.96276765703,0.9994263319161022,463.52127234325417,0.9990406265351675,350.0164931033716,0.9996412844632652,458.6864357149982,0.9990576628342227,0.2118251978972445,1.274171847,38.033856,0.092930025,0.07293366685098325,4945376,DHMCNUTS,2000,1000,0.8,10
310.3564723146395,1.0007324623245375,171.740471962442,1.001875187270968,135.13632795324824,1.0060140945976488,178.4562616806582,1.0139450186770242,162.1930301677985,1.0174996704862624,166.07337279534931,1.0147340429429903,0.05797529999999995,3.939529924,0.950611,0.028469421,0.00722660356672544,214015,CmdStanNUTS,2000,1000,0.8,10
387.8992828758613,1.0055670525225406,290.69208617589766,0.9996489844613093,275.63341175279896,1.004303398303886,310.5975175802106,1.0019158487834756,349.0624706243724,1.0012951474484082,341.08631679829335,1.002044129792222,0.139225009958972,23.690326356,1350.6104768,2.96340609,0.1250892894200026,237904255,AHMCNUTS,2000,1000,0.8,10
204.45111760193558,1.0109427108119713,117.0367668648049,0.9998723370618976,61.19574342800035,0.9992582852298448,135.18450474069996,1.0023044458700932,259.78532456919794,1.011609479995678,105.94025626144891,1.0204175321759117,0.22855800385043976,1.339353729,39.5403024,0.087118526,0.06504519613727824,5144967,DHMCNUTS,2000,1000,0.8,10
272.7968711501197,1.011417911305116,98.90168359527357,1.0249205960714294,93.97235252793199,1.0219413820595664,143.51694671424502,1.0141994364657096,267.4317682712287,0.9995514687568128,240.21572316697,0.9995913371469229,0.08517249999999996,3.056473144,0.950544,0,0,214013,CmdStanNUTS,2000,1000,0.8,10
357.70343454652567,1.0005634688497518,393.6409441169817,0.9993167888358429,359.9918016897034,0.9990011587140091,307.63408820702244,0.999438411368314,280.8355788888284,0.9993759931592061,309.8325805983603,0.9995930464071434,0.08596569234542184,26.288062451,1527.0847936,3.215424464,0.1223150040058462,269195628,AHMCNUTS,2000,1000,0.8,10
364.02536145864906,0.9990039900326207,195.58550020216015,0.999801275423372,176.097027913773,1.0005413630157807,476.8764787181636,1.0028127043988013,242.40465976366588,0.9999643276399869,231.43790180558068,1.000559321568395,0.24906840531032698,1.386599459,40.166736,0.088603627,0.0638999434370903,5222639,DHMCNUTS,2000,1000,0.8,10
