B0_ess,B0_ess_ps,B0_hdp_lb,B0_hdp_ub,B0_mean,B0_r_hat,B[1]_ess,B[1]_ess_ps,B[1]_hdp_lb,B[1]_hdp_ub,B[1]_mean,B[1]_r_hat,B[2]_ess,B[2]_ess_ps,B[2]_hdp_lb,B[2]_hdp_ub,B[2]_mean,B[2]_r_hat,sigma_ess,sigma_ess_ps,sigma_hdp_lb,sigma_hdp_ub,sigma_mean,sigma_r_hat,epsilon,tree_depth,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,Nc,B[3]_ess,B[3]_ess_ps,B[3]_hdp_lb,B[3]_hdp_ub,B[3]_mean,B[3]_r_hat,B0_sampler_rhat,B[1]_sampler_rhat,B[2]_sampler_rhat,sigma_sampler_rhat,B[3]_sampler_rhat
508.21011302359864,1151.6403781736772,-0.6295847566993162,2.861671428637546,1.133493459430676,0.9990032359430069,581.9025512334111,1318.632701296826,0.3597156880253535,0.6101731759067062,0.4848651835603759,1.000086781052576,478.5903293405618,1084.519834902294,0.397675448028903,0.5765373966591143,0.4833762932527176,1.0017649051541881,356.9010408917904,808.7632244423967,0.5046494045698898,1.595110759149084,1.0107645856095884,0.9994916011822332,0.15437444852931573,3.726,0.441292371,311.074144,0.126884692,0.28752976561201415,5462675,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.096891295983597,1.163916271123544,0.9996562741579466,1.0005414956268508,
447.2776267475333,730.937615196817,-2.03821,4.46978,0.8840242941400004,0.9990186651676959,479.94767166029953,784.3267482293736,0.33422,0.654938,0.4848465640000006,0.9992809949529652,659.6995549721842,1078.0758764174627,0.286225,0.788869,0.5415094190000002,1.00005301698789,401.93503526217603,656.8391052218078,0.734527,2.30488,1.4273470160000012,1.0017344636630616,0.15709400000000068,3.946,0.611923121,8.532368,0,0,194518,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.0070300132969079,1.0223637329539026,1.0423140336641188,1.001851267305039,
521.4098825000742,306.69170253659746,-2.271596204606065,3.97701076836592,0.8671780208282276,1.0025079358469364,443.12741062856054,260.64619135078976,0.31252348456836543,0.6563900406629903,0.480498191182988,0.9996042285590787,565.8822268007847,332.8501998093773,0.3120978450634789,0.7885674003478323,0.5492466605198041,1.0026852973787874,358.94610498531944,211.13100413245851,0.7647580246004979,2.6640465890929472,1.4890209213448324,1.0012495754718742,0.15678783543117467,3.985,1.700110822,756.517104,0.354465672,0.2084956271162422,12302905,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.0070300132969079,1.0223637329539026,1.0423140336641188,1.001851267305039,
365.6846748094961,612.201352830666,-2.940196204931124,4.19407835188704,0.8028485858949758,1.0023073340718913,319.85552825000707,535.4776959330665,0.3128116216494051,0.6559632842146719,0.48370352450287135,0.9990726142289478,366.53092982091454,613.618088336741,0.2957028692171663,0.8425099411603505,0.5509554734832995,1.0010694888472995,279.70253217863035,468.25661665784907,0.7318640810029888,2.327366022398913,1.4434416045414231,0.9999737775981334,0.11765922375327882,4.06,0.597327453,402.454656,0.178748689,0.2992474029148632,7059630,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.0070300132969079,1.0223637329539026,1.0423140336641188,1.001851267305039,
433.83624749218563,715.985518529924,-4.38977,2.27641,-1.4404696139399968,0.9992762725362653,313.87576486108304,518.007666618698,0.409387,1.00898,0.7124278499999996,0.9992522912162741,304.01182875540223,501.72863173353863,0.357167,0.705159,0.5313323060000006,0.9990599677270247,253.76245782556134,418.79913446590274,0.693004,2.27279,1.402130864999997,0.9990148197152146,0.17489299999999794,3.836,0.605928802,8.532416,0,0,194518,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.1955713411423308,1.5015981261456788,1.3273543521069886,1.002371629631393,
349.57569004738923,220.80961479966754,-4.6424853057292035,2.37414435986014,-1.2391577534136515,1.0007798174113152,390.7221475027945,246.79978997422643,0.40242979078528174,1.0141748840569733,0.6981086065713052,1.002136232827214,466.12915025935376,294.4306513468125,0.3481868283843481,0.6992958198244905,0.5224066210213896,0.9990051165059638,296.06171798199085,187.0074944160707,0.7513307784061118,2.5682979066576443,1.4300994802738713,1.0000830044204572,0.17920594676996857,3.779,1.583154295,672.584672,0.317211111,0.2003665163918846,10968622,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.1955713411423308,1.5015981261456788,1.3273543521069886,1.002371629631393,
392.480859520739,880.5091853594531,-4.31394104264103,2.2162920042498224,-1.1429427849922713,1.0136878554266673,357.5236888453033,802.0846988469515,0.4029103097697882,0.9587539411684395,0.6872272138037248,1.0070962651195752,524.1426404640106,1175.8851372540169,0.3740404757935743,0.667415017123182,0.5265056337801973,1.0040988010486094,245.96645429619457,551.8121891665176,0.7256965554458411,2.4575712332276787,1.3802016460167128,1.0090876963857471,0.19936663495995055,3.605,0.445743061,294.502592,0.139058895,0.31197096975111405,5172602,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.1955713411423308,1.5015981261456788,1.3273543521069886,1.002371629631393,
313.5033132638499,467.8884292891144,1.34053,6.901,3.946341529999995,1.0014913079293155,289.96592758739814,432.7600272984838,0.246298,0.530936,0.3836038926999999,1.0005490094611547,251.53322599423356,375.4010916159481,0.132871,0.475578,0.31733346819999986,0.9990442287267856,338.01444526023647,504.470100246561,0.462706,1.40684,0.8686186349999997,1.0105407587496609,0.1283209999999997,3.869,0.670038611,8.533072,0.008437737,0.012592911604611994,194519,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.9242076959120527,2.414570030285099,1.070249129864046,1.0114772959930878,
240.11044303770032,120.72109183882692,1.1830352416513956,6.200633443192615,3.7885943671941877,1.0311694010335986,290.8810982781923,146.24721580271677,0.2732991158982263,0.5078689062979248,0.38847365213382906,1.0206228652101026,328.89689498061114,165.36053893426543,0.14471454945115333,0.47483098259220596,0.3291656571359449,1.0253753511956214,258.0702756791998,129.7508140712081,0.4527067082505867,1.3161710585153392,0.8407672780863664,0.9992218069576225,0.09764659833606998,4.163,1.988968451,853.499952,0.385991912,0.19406638240336774,13845400,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.9242076959120527,2.414570030285099,1.070249129864046,1.0114772959930878,
209.04243541654313,473.5992526583544,0.9954148994274581,6.549225951148086,3.961517474054086,1.000948108308196,243.50213638619022,551.6699496129484,0.24761154407939642,0.5170221560485802,0.38048524846793974,1.0009966285839555,224.87623335884695,509.4717531737451,0.14872896380548756,0.5132281971406625,0.31957099207750633,1.000338509721063,164.0191013197345,371.59595683017864,0.4440025483027601,1.414733613954589,0.8760955298879314,1.0337739708447649,0.16049136162103836,3.736,0.441390974,357.319408,0.131562437,0.2980632698665016,6268987,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.9242076959120527,2.414570030285099,1.070249129864046,1.0114772959930878,
486.5869860550947,760.5382758971658,-2.12194,3.39517,0.9303489148199997,1.0018686554047052,412.7976100986673,645.2050541346856,0.262234,0.747625,0.48449561263999935,0.999163546067154,460.1685273394006,719.2460719967116,0.320836,0.754983,0.5361521124000004,0.9994944281927975,377.9012362759426,590.6618198460625,0.680796,2.11389,1.2958840270000005,0.9992231132089008,0.13681800000000252,3.88,0.639792896,8.531856,0,0,194518,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.0104322612715027,1.0340171788279613,1.030958658296655,1.0036853783545696,
398.3110251266645,267.6352759505601,-2.361161929097119,4.126779166817955,0.838211068543885,1.0112535525654005,581.5835977901955,390.78076393542074,0.23004906916953063,0.7475187611650483,0.49174072781781547,0.9992252525278719,342.2685131676516,229.97889134924694,0.299816564213706,0.7605231477661513,0.5393400948511655,1.0248630537049424,342.4599911056519,230.10755023022784,0.7361691989260064,2.250561304990501,1.344460365473816,1.002622826320607,0.15613533389743314,4.015,1.488260558,737.158048,0.261363595,0.17561682569296447,11994935,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.0104322612715027,1.0340171788279613,1.030958658296655,1.0036853783545696,
469.4347303919306,853.8358106631714,-2.2442865019837934,4.033993040608996,0.8586928074229433,0.9990085453456327,554.9540745069694,1009.3834806212143,0.2682729610292137,0.7745296004013628,0.49504999972978303,0.9990173054151228,563.466390431714,1024.8661871567047,0.30588612162738765,0.7420255659476819,0.5352101015712275,0.9990717929057173,393.72121708652867,716.1235690544156,0.6841926696380437,2.216858486676436,1.3482241263435226,1.008476979019691,0.15823247788808625,3.973,0.549795083,364.633056,0.137362016,0.2498422053003337,6398803,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.0104322612715027,1.0340171788279613,1.030958658296655,1.0036853783545696,
635.8077513264636,1143.2202119992492,-0.470012,1.87131,0.7924955350499985,1.002501223314086,368.1886597990496,662.0251433440952,0.395026,0.54088,0.4662588009999997,0.9990293775711218,379.1053954060178,681.6540842761628,0.510562,0.691976,0.6031671080000013,1.0047109301609314,237.36958651477133,426.8046566771955,0.281964,0.983583,0.5862038289999996,1.004150191572782,0.15083799999999617,3.918,0.5561551,8.53552,0.00972362,0.017483647996754864,194518,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.0134996241169498,1.1102571831233485,1.8674505078553894,1.0003703367360486,
222.34696219209084,136.99822075918308,-0.5516081091398245,1.8715807284084847,0.7249661852030569,0.9995851281158861,599.6284108983635,369.45872612715306,0.39811992365821175,0.545780898374867,0.4671294472048879,1.0011589395026128,286.54500719463726,176.55359788175693,0.5030500620809605,0.7035716741834089,0.6080546621530876,1.0008389636329518,288.15616712783793,177.54630784294042,0.29452027822321614,0.9961677592607435,0.5899366076658263,1.0010758631338192,0.14428378837415562,4.009,1.622991605,728.865216,0.336682674,0.20744572736098657,11863095,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.0134996241169498,1.1102571831233485,1.8674505078553894,1.0003703367360486,
325.92318563342354,816.7749582929931,-0.4491488528491829,1.7517517875732012,0.7754871907256834,0.9993739154157261,389.5763594240714,976.2920490057363,0.38369916195531567,0.536833876874045,0.466594652596357,0.9990035259960345,432.30051696746267,1083.3602894188482,0.5035630321286002,0.7078160659803916,0.6037943883679733,0.9993101112969649,169.4882176725657,424.7434304240157,0.2329549195284252,1.0255106345198504,0.5872784936865406,0.9992376192901022,0.2257108719645638,3.387,0.399036702,290.538832,0.113798072,0.28518196804864326,5103078,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.0134996241169498,1.1102571831233485,1.8674505078553894,1.0003703367360486,
369.1665610394183,570.7440086718065,0.678721,3.21201,2.087995080000001,0.9990027330163862,371.2162013659179,573.9128220469618,0.426754,0.551661,0.4883572780000006,1.0014307006907976,517.0512013215227,799.3786720550482,0.300097,0.532406,0.409974499,1.0073392886111001,286.92571931892724,443.5968815107289,0.276469,0.9141,0.5448104099999995,1.0017473137416468,0.18184700000000273,3.7,0.646816358,8.531968,0.010748078,0.01661689267295865,194518,CmdStanNUTS,2000,1000,0.8,10,2,,,,,,,1.7255984833509816,2.407083554337009,1.240445814587269,1.0046303938450476,
316.35007778235706,182.01740639961264,0.5321436748582277,3.7112555108982375,2.123877509265348,1.0001184558934966,400.3643174316969,230.35643039735285,0.42159822431906385,0.5497004287997266,0.48632920222210296,0.9990048381052977,336.3545285048521,193.52730790645677,0.27789710419691316,0.5509753402055748,0.40869980652355803,1.0009346642943913,278.54208261791166,160.2639323077367,0.27161847877019346,1.0303665438609382,0.5650232920666912,1.0029427643535629,0.15192339876803668,3.959,1.738021017,749.204624,0.318770998,0.18341032408815805,12186531,AHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.7255984833509816,2.407083554337009,1.240445814587269,1.0046303938450476,
222.82782118973128,535.4594934623123,0.5496246547183185,3.1829461738482694,2.028683609538426,0.9991032467613669,388.04038809986866,932.4684348008605,0.4243236828373773,0.5552618979772939,0.49197416471809896,0.9991092936820217,210.24512355811757,505.22303167652603,0.3004400193632274,0.528296629232544,0.4133999470042397,0.9992535535978803,358.5370418639323,861.5713325153864,0.2762676624610962,0.9371142575607885,0.5386209845276192,1.0153934807472333,0.21492477207662053,3.362,0.416143189,288.787744,0.119844084,0.2879876138018445,5071803,DHMCNUTS,2000,1000,0.8,10,2,,,,,,,1.7255984833509816,2.407083554337009,1.240445814587269,1.0046303938450476,
255.48832459091597,431.12222187907935,-2.59884,4.1282,0.4126407905940003,1.0031488564993425,305.44126061394553,515.41500043213,0.305167,0.643047,0.49035839300000056,1.0027728383663383,476.3683327131355,803.8448502919246,0.148598,0.662852,0.37795849985999996,1.000079723579077,226.94937589920139,382.964346211901,0.708575,2.60009,1.4885934690000007,1.0003434319157858,0.13380800000000068,4.105,0.592612284,9.135973,0,0,208704,CmdStanNUTS,2000,1000,0.8,10,3,354.7630123327895,598.6426908639469,0.169828,1.02133,0.6330717415899997,0.9993296952031105,1.001014883717289,1.0019612038970616,1.1559936563376638,1.0060111771131846,1.2521196514150292
530.5596663688967,164.6821516089917,-2.4428873385143812,3.2468102925267046,0.5142171470468817,0.9999406015810451,487.96657579797545,151.46154279999314,0.34922496400293573,0.6391984798879184,0.48608608235812434,1.0008799915925908,580.1187906658361,180.06497042922737,0.12106040437086554,0.5692700185288205,0.36649093903782687,1.0016106608255424,320.41304876819214,99.45405506579611,0.689373166443442,2.2674163167577563,1.3581647021944603,1.0032424254940602,0.11044058745253393,4.086,3.221719301,1126.318829,0.499760595,0.15512232702733528,17049328,AHMCNUTS,2000,1000,0.8,10,3,475.0108514580209,147.440173112096,0.32470640896630865,1.0433979298488743,0.6361777433823449,1.0023719038982357,1.001014883717289,1.0019612038970616,1.1559936563376638,1.0060111771131846,1.2521196514150292
